CMDLINE /usr/bin/python3.5 cancamb_lens.py
MEM 261.828125 1558728653.5059
MEM 261.828125 1558728653.6064
MEM 261.828125 1558728653.7068
MEM 261.828125 1558728653.8073
MEM 261.828125 1558728653.9077
MEM 261.828125 1558728654.0082
MEM 261.828125 1558728654.1086
MEM 261.828125 1558728654.2091
MEM 261.828125 1558728654.3095
MEM 261.828125 1558728654.4100
MEM 261.828125 1558728654.5104
MEM 261.828125 1558728654.6108
MEM 261.828125 1558728654.7112
MEM 261.828125 1558728654.8115
MEM 261.828125 1558728654.9119
MEM 261.828125 1558728655.0122
MEM 261.828125 1558728655.1125
MEM 261.828125 1558728655.2129
MEM 261.828125 1558728655.3132
MEM 261.828125 1558728655.4136
MEM 261.828125 1558728655.5140
MEM 261.828125 1558728655.6144
MEM 261.828125 1558728655.7148
MEM 261.828125 1558728655.8152
MEM 261.828125 1558728655.9156
MEM 261.828125 1558728656.0159
MEM 261.828125 1558728656.1163
MEM 261.828125 1558728656.2167
MEM 261.828125 1558728656.3171
MEM 261.828125 1558728656.4175
MEM 261.828125 1558728656.5178
MEM 261.828125 1558728656.6182
MEM 261.828125 1558728656.7185
MEM 261.828125 1558728656.8188
MEM 261.828125 1558728656.9192
MEM 261.828125 1558728657.0197
MEM 261.828125 1558728657.1201
MEM 261.828125 1558728657.2205
MEM 261.828125 1558728657.3209
MEM 261.828125 1558728657.4213
MEM 261.828125 1558728657.5217
MEM 261.828125 1558728657.6221
MEM 261.828125 1558728657.7226
MEM 261.828125 1558728657.8230
MEM 261.828125 1558728657.9235
MEM 261.828125 1558728658.0239
MEM 261.828125 1558728658.1243
MEM 261.828125 1558728658.2247
MEM 261.828125 1558728658.3250
MEM 261.828125 1558728658.4254
MEM 261.828125 1558728658.5257
MEM 261.828125 1558728658.6261
MEM 261.828125 1558728658.7264
MEM 261.828125 1558728658.8268
MEM 261.828125 1558728658.9272
MEM 261.828125 1558728659.0277
MEM 261.828125 1558728659.1281
MEM 261.828125 1558728659.2286
MEM 261.828125 1558728659.3290
MEM 261.828125 1558728659.4295
MEM 261.828125 1558728659.5299
MEM 261.828125 1558728659.6304
MEM 261.828125 1558728659.7307
MEM 261.828125 1558728659.8312
MEM 261.828125 1558728659.9315
MEM 261.828125 1558728660.0319
MEM 261.828125 1558728660.1323
MEM 261.828125 1558728660.2327
MEM 261.828125 1558728660.3331
MEM 261.828125 1558728660.4335
MEM 261.828125 1558728660.5338
MEM 261.828125 1558728660.6341
MEM 261.828125 1558728660.7345
MEM 261.828125 1558728660.8349
MEM 261.828125 1558728660.9353
MEM 261.828125 1558728661.0357
MEM 261.828125 1558728661.1361
MEM 261.828125 1558728661.2365
MEM 261.828125 1558728661.3370
MEM 261.828125 1558728661.4374
MEM 261.828125 1558728661.5378
MEM 261.828125 1558728661.6383
MEM 261.828125 1558728661.7431
MEM 261.828125 1558728661.8434
MEM 261.828125 1558728661.9438
MEM 261.828125 1558728662.0442
MEM 261.828125 1558728662.1447
MEM 261.828125 1558728662.2451
MEM 261.828125 1558728662.3481
MEM 261.828125 1558728662.4498
MEM 261.828125 1558728662.5503
MEM 261.828125 1558728662.6508
MEM 261.828125 1558728662.7512
MEM 261.828125 1558728662.8516
MEM 261.828125 1558728662.9557
MEM 261.828125 1558728663.0570
MEM 261.828125 1558728663.1574
MEM 261.828125 1558728663.2578
MEM 261.828125 1558728663.3584
MEM 261.828125 1558728663.4589
MEM 261.828125 1558728663.5593
MEM 261.828125 1558728663.6597
MEM 261.828125 1558728663.7601
MEM 261.828125 1558728663.8604
MEM 261.828125 1558728663.9607
MEM 261.828125 1558728664.0611
MEM 261.828125 1558728664.1614
MEM 261.828125 1558728664.2617
MEM 261.828125 1558728664.3620
MEM 261.828125 1558728664.4623
MEM 261.828125 1558728664.5626
MEM 261.828125 1558728664.6630
MEM 261.828125 1558728664.7635
MEM 261.828125 1558728664.8639
MEM 261.828125 1558728664.9643
MEM 261.828125 1558728665.0647
MEM 261.828125 1558728665.1652
MEM 261.828125 1558728665.2655
MEM 261.828125 1558728665.3658
MEM 261.828125 1558728665.4662
MEM 261.828125 1558728665.5666
MEM 261.828125 1558728665.6670
MEM 261.828125 1558728665.7674
MEM 261.828125 1558728665.8678
MEM 261.828125 1558728665.9683
MEM 261.828125 1558728666.0687
MEM 261.828125 1558728666.1691
MEM 261.828125 1558728666.2695
MEM 261.828125 1558728666.3700
MEM 261.828125 1558728666.4704
MEM 261.828125 1558728666.5708
MEM 261.828125 1558728666.6712
MEM 261.828125 1558728666.7717
MEM 261.828125 1558728666.8720
MEM 261.828125 1558728666.9723
MEM 261.828125 1558728667.0727
MEM 261.828125 1558728667.1730
MEM 261.828125 1558728667.2734
MEM 261.828125 1558728667.3737
MEM 261.828125 1558728667.4741
MEM 261.828125 1558728667.5745
MEM 261.828125 1558728667.6750
MEM 261.828125 1558728667.7753
MEM 261.828125 1558728667.8757
MEM 261.828125 1558728667.9761
MEM 261.828125 1558728668.0765
MEM 261.828125 1558728668.1769
MEM 261.828125 1558728668.2773
MEM 261.828125 1558728668.3777
MEM 261.828125 1558728668.4780
MEM 261.828125 1558728668.5784
MEM 261.828125 1558728668.6787
MEM 261.828125 1558728668.7790
MEM 261.828125 1558728668.8794
MEM 261.828125 1558728668.9797
MEM 261.828125 1558728669.0801
MEM 261.828125 1558728669.1805
MEM 261.828125 1558728669.2809
MEM 261.828125 1558728669.3813
MEM 261.828125 1558728669.4817
MEM 261.828125 1558728669.5822
MEM 261.828125 1558728669.6826
MEM 261.828125 1558728669.7830
MEM 261.828125 1558728669.8834
MEM 261.828125 1558728669.9838
MEM 261.828125 1558728670.0843
MEM 261.828125 1558728670.1847
MEM 261.828125 1558728670.2851
MEM 261.828125 1558728670.3854
MEM 261.828125 1558728670.4857
MEM 261.828125 1558728670.5860
MEM 261.828125 1558728670.6863
MEM 261.828125 1558728670.7866
MEM 261.828125 1558728670.8869
MEM 261.828125 1558728670.9873
MEM 261.828125 1558728671.0876
MEM 261.828125 1558728671.1880
MEM 261.828125 1558728671.2884
MEM 261.828125 1558728671.3888
MEM 261.828125 1558728671.4891
MEM 261.828125 1558728671.5895
MEM 261.828125 1558728671.6900
MEM 261.828125 1558728671.7904
MEM 261.828125 1558728671.8908
MEM 261.828125 1558728671.9912
MEM 261.828125 1558728672.0917
MEM 261.828125 1558728672.1921
MEM 261.828125 1558728672.2925
MEM 261.828125 1558728672.3928
MEM 261.828125 1558728672.4932
MEM 261.828125 1558728672.5935
MEM 261.828125 1558728672.6939
MEM 261.828125 1558728672.7942
MEM 261.828125 1558728672.8946
MEM 261.828125 1558728672.9949
MEM 261.828125 1558728673.0953
MEM 261.828125 1558728673.1957
MEM 261.828125 1558728673.2962
MEM 261.828125 1558728673.3967
MEM 261.828125 1558728673.4971
MEM 261.828125 1558728673.5976
MEM 261.828125 1558728673.6980
MEM 261.828125 1558728673.7984
MEM 261.828125 1558728673.8989
MEM 261.828125 1558728673.9993
MEM 261.828125 1558728674.0997
MEM 261.828125 1558728674.2001
MEM 261.828125 1558728674.3004
MEM 261.828125 1558728674.4008
MEM 261.828125 1558728674.5011
MEM 261.828125 1558728674.6015
MEM 261.828125 1558728674.7018
MEM 261.828125 1558728674.8022
MEM 261.828125 1558728674.9025
MEM 261.828125 1558728675.0029
MEM 261.828125 1558728675.1033
MEM 261.828125 1558728675.2037
MEM 261.828125 1558728675.3041
MEM 261.828125 1558728675.4044
MEM 261.828125 1558728675.5048
MEM 261.828125 1558728675.6052
MEM 261.828125 1558728675.7055
MEM 261.828125 1558728675.8059
MEM 261.828125 1558728675.9062
MEM 261.828125 1558728676.0066
MEM 261.828125 1558728676.1070
MEM 261.828125 1558728676.2074
MEM 261.828125 1558728676.3078
MEM 261.828125 1558728676.4082
MEM 261.828125 1558728676.5085
MEM 261.828125 1558728676.6088
MEM 261.828125 1558728676.7092
MEM 261.828125 1558728676.8096
MEM 261.828125 1558728676.9100
MEM 261.828125 1558728677.0104
MEM 261.828125 1558728677.1109
MEM 261.828125 1558728677.2113
MEM 261.828125 1558728677.3117
MEM 261.828125 1558728677.4121
MEM 261.828125 1558728677.5125
MEM 261.828125 1558728677.6129
MEM 261.828125 1558728677.7132
MEM 261.828125 1558728677.8136
MEM 261.828125 1558728677.9139
MEM 261.828125 1558728678.0143
MEM 261.828125 1558728678.1147
MEM 261.828125 1558728678.2151
MEM 261.828125 1558728678.3155
MEM 261.828125 1558728678.4160
MEM 261.828125 1558728678.5164
MEM 261.828125 1558728678.6168
MEM 261.828125 1558728678.7173
MEM 261.828125 1558728678.8177
MEM 261.828125 1558728678.9181
MEM 261.828125 1558728679.0185
MEM 261.828125 1558728679.1189
MEM 261.828125 1558728679.2193
MEM 261.828125 1558728679.3197
MEM 261.828125 1558728679.4201
MEM 261.828125 1558728679.5205
MEM 261.828125 1558728679.6208
MEM 261.828125 1558728679.7213
MEM 261.828125 1558728679.8217
MEM 261.828125 1558728679.9221
MEM 261.828125 1558728680.0225
MEM 261.828125 1558728680.1230
MEM 261.828125 1558728680.2234
MEM 261.828125 1558728680.3238
MEM 261.828125 1558728680.4242
MEM 261.828125 1558728680.5247
MEM 261.828125 1558728680.6251
MEM 261.828125 1558728680.7255
MEM 261.828125 1558728680.8260
MEM 261.828125 1558728680.9264
MEM 261.828125 1558728681.0267
MEM 261.828125 1558728681.1271
MEM 261.828125 1558728681.2274
MEM 261.828125 1558728681.3278
MEM 261.828125 1558728681.4281
MEM 261.828125 1558728681.5285
MEM 261.828125 1558728681.6288
MEM 261.828125 1558728681.7292
MEM 261.828125 1558728681.8296
MEM 261.828125 1558728681.9300
MEM 261.828125 1558728682.0305
MEM 261.828125 1558728682.1309
MEM 261.828125 1558728682.2314
MEM 261.828125 1558728682.3318
MEM 261.828125 1558728682.4323
MEM 261.828125 1558728682.5327
MEM 261.828125 1558728682.6330
MEM 261.828125 1558728682.7334
MEM 261.828125 1558728682.8337
MEM 261.828125 1558728682.9340
MEM 261.828125 1558728683.0344
MEM 261.828125 1558728683.1348
MEM 261.828125 1558728683.2351
MEM 261.828125 1558728683.3355
MEM 261.828125 1558728683.4367
MEM 262.214844 1558728683.5378
MEM 262.640625 1558728683.6383
MEM 0.000000 1558728683.7387
