#Teff log_g M_div_h F606W F814W 
4052.6316 3.1578947 -0.78571429 -0.494 0.562
4052.6316 3.1578947 -0.35714286 -0.516 0.569
4052.6316 3.1578947 0.071428571 -0.552 0.586
4052.6316 0.26315789 -1.2142857 -0.558 0.571
4052.6316 3.1578947 0.5 -0.625 0.606
4315.7895 3.1578947 -2.5 -0.281 0.654
4315.7895 3.1578947 -2.0714286 -0.292 0.63
4315.7895 3.1578947 -1.6428571 -0.301 0.615
4315.7895 3.1578947 -1.2142857 -0.305 0.612
4315.7895 3.1578947 -0.78571429 -0.304 0.619
4315.7895 3.1578947 -0.35714286 -0.302 0.628
4315.7895 3.1578947 0.071428571 -0.299 0.646
4315.7895 3.1578947 0.5 -0.311 0.666
4578.9474 3.1578947 -2.5 -0.176 0.664
4052.6316 0.26315789 -0.78571429 -0.528 0.57
4578.9474 3.1578947 -2.0714286 -0.177 0.652
4578.9474 3.1578947 -1.6428571 -0.178 0.646
4578.9474 3.1578947 -1.2142857 -0.174 0.647
4578.9474 3.1578947 -0.78571429 -0.166 0.654
4578.9474 3.1578947 -0.35714286 -0.157 0.665
4578.9474 3.1578947 0.071428571 -0.143 0.684
4578.9474 3.1578947 0.5 -0.134 0.704
4842.1053 3.1578947 -2.5 -0.107 0.652
4842.1053 3.1578947 -2.0714286 -0.101 0.653
4842.1053 3.1578947 -1.6428571 -0.095 0.654
4052.6316 0.26315789 -0.35714286 -0.508 0.572
4842.1053 3.1578947 -1.2142857 -0.085 0.659
4842.1053 3.1578947 -0.78571429 -0.071 0.67
4842.1053 3.1578947 -0.35714286 -0.056 0.682
4842.1053 3.1578947 0.071428571 -0.034 0.704
4842.1053 3.1578947 0.5 -0.016 0.726
5105.2632 3.1578947 -2.5 -0.066 0.622
5105.2632 3.1578947 -2.0714286 -0.056 0.63
5105.2632 3.1578947 -1.6428571 -0.043 0.639
5105.2632 3.1578947 -1.2142857 -0.026 0.651
5105.2632 3.1578947 -0.78571429 -0.007 0.666
4052.6316 0.26315789 0.071428571 -0.496 0.588
5105.2632 3.1578947 -0.35714286 0.013 0.682
5105.2632 3.1578947 0.071428571 0.04 0.708
5105.2632 3.1578947 0.5 0.065 0.734
5368.4211 3.1578947 -2.5 -0.04 0.587
5368.4211 3.1578947 -2.0714286 -0.028 0.596
5368.4211 3.1578947 -1.6428571 -0.012 0.61
5368.4211 3.1578947 -1.2142857 0.01 0.627
5368.4211 3.1578947 -0.78571429 0.035 0.647
5368.4211 3.1578947 -0.35714286 0.059 0.668
5368.4211 3.1578947 0.071428571 0.09 0.697
4052.6316 0.26315789 0.5 -0.51 0.609
5368.4211 3.1578947 0.5 0.12 0.728
3526.3158 0 -1.2142857 -1.332 0.295
5631.5789 3.1578947 -2.5 -0.019 0.551
5631.5789 3.1578947 -2.0714286 -0.008 0.56
5631.5789 3.1578947 -1.6428571 0.008 0.574
5631.5789 3.1578947 -1.2142857 0.032 0.593
5631.5789 3.1578947 -0.78571429 0.061 0.617
5631.5789 3.1578947 -0.35714286 0.09 0.641
5631.5789 3.1578947 0.071428571 0.125 0.674
5631.5789 3.1578947 0.5 0.157 0.708
5894.7368 3.1578947 -2.5 -0.001 0.515
4315.7895 0.26315789 -2.5 -0.426 0.686
5894.7368 3.1578947 -2.0714286 0.01 0.523
5894.7368 3.1578947 -1.6428571 0.025 0.536
5894.7368 3.1578947 -1.2142857 0.047 0.555
5894.7368 3.1578947 -0.78571429 0.077 0.58
5894.7368 3.1578947 -0.35714286 0.109 0.607
5894.7368 3.1578947 0.071428571 0.148 0.642
5894.7368 3.1578947 0.5 0.184 0.678
6157.8947 3.1578947 -2.5 0.015 0.478
6157.8947 3.1578947 -2.0714286 0.024 0.486
6157.8947 3.1578947 -1.6428571 0.039 0.498
4315.7895 0.26315789 -2.0714286 -0.403 0.678
6157.8947 3.1578947 -1.2142857 0.06 0.516
3000 0 -2.0714286 -1.691 0.183
6157.8947 3.1578947 -0.78571429 0.088 0.539
6157.8947 3.1578947 -0.35714286 0.121 0.567
6157.8947 3.1578947 0.071428571 0.162 0.603
6157.8947 3.1578947 0.5 0.201 0.64
6421.0526 3.1578947 -2.5 0.028 0.44
6421.0526 3.1578947 -2.0714286 0.038 0.448
6421.0526 3.1578947 -1.6428571 0.051 0.459
6421.0526 3.1578947 -1.2142857 0.07 0.475
6421.0526 3.1578947 -0.78571429 0.097 0.497
4315.7895 0.26315789 -1.6428571 -0.378 0.667
6421.0526 3.1578947 -0.35714286 0.129 0.524
6421.0526 3.1578947 0.071428571 0.17 0.559
6421.0526 3.1578947 0.5 0.211 0.597
6684.2105 3.1578947 -2.5 0.041 0.402
6684.2105 3.1578947 -2.0714286 0.049 0.409
6684.2105 3.1578947 -1.6428571 0.061 0.418
6684.2105 3.1578947 -1.2142857 0.079 0.433
6684.2105 3.1578947 -0.78571429 0.104 0.453
6684.2105 3.1578947 -0.35714286 0.134 0.478
6684.2105 3.1578947 0.071428571 0.175 0.512
4315.7895 0.26315789 -1.2142857 -0.351 0.658
6684.2105 3.1578947 0.5 0.216 0.549
6947.3684 3.1578947 -2.5 0.053 0.363
6947.3684 3.1578947 -2.0714286 0.058 0.367
6947.3684 3.1578947 -1.6428571 0.069 0.376
6947.3684 3.1578947 -1.2142857 0.085 0.389
6947.3684 3.1578947 -0.78571429 0.107 0.407
6947.3684 3.1578947 -0.35714286 0.136 0.43
6947.3684 3.1578947 0.071428571 0.174 0.462
6947.3684 3.1578947 0.5 0.215 0.498
7210.5263 3.1578947 -2.5 0.061 0.32
4315.7895 0.26315789 -0.78571429 -0.324 0.653
7210.5263 3.1578947 -2.0714286 0.065 0.324
7210.5263 3.1578947 -1.6428571 0.074 0.331
7210.5263 3.1578947 -1.2142857 0.088 0.342
7210.5263 3.1578947 -0.78571429 0.108 0.358
7210.5263 3.1578947 -0.35714286 0.134 0.379
7210.5263 3.1578947 0.071428571 0.169 0.408
7210.5263 3.1578947 0.5 0.209 0.442
7473.6842 3.1578947 -2.5 0.061 0.272
7473.6842 3.1578947 -2.0714286 0.066 0.276
7473.6842 3.1578947 -1.6428571 0.074 0.283
4315.7895 0.26315789 -0.35714286 -0.302 0.65
7473.6842 3.1578947 -1.2142857 0.086 0.292
7473.6842 3.1578947 -0.78571429 0.103 0.305
7473.6842 3.1578947 -0.35714286 0.127 0.324
7473.6842 3.1578947 0.071428571 0.158 0.349
7473.6842 3.1578947 0.5 0.194 0.38
7736.8421 3.1578947 -2.5 0.051 0.218
7736.8421 3.1578947 -2.0714286 0.056 0.222
7736.8421 3.1578947 -1.6428571 0.064 0.228
7736.8421 3.1578947 -1.2142857 0.075 0.236
7736.8421 3.1578947 -0.78571429 0.09 0.248
4315.7895 0.26315789 0.071428571 -0.281 0.662
7736.8421 3.1578947 -0.35714286 0.112 0.265
7736.8421 3.1578947 0.071428571 0.14 0.287
7736.8421 3.1578947 0.5 0.174 0.316
8000 3.1578947 -2.5 0.031 0.16
8000 3.1578947 -2.0714286 0.036 0.163
8000 3.1578947 -1.6428571 0.044 0.169
8000 3.1578947 -1.2142857 0.055 0.177
8000 3.1578947 -0.78571429 0.07 0.189
8000 3.1578947 -0.35714286 0.09 0.205
8000 3.1578947 0.071428571 0.116 0.226
4315.7895 0.26315789 0.5 -0.271 0.679
8000 3.1578947 0.5 0.149 0.253
3000 3.4210526 -2.5 -1.165 0.585
3000 3.4210526 -2.0714286 -1.306 0.509
3000 3.4210526 -1.6428571 -1.461 0.457
3000 3.4210526 -1.2142857 -1.683 0.421
3000 3.4210526 -0.78571429 -2.028 0.38
3000 3.4210526 -0.35714286 -2.507 0.289
3000 3.4210526 0.071428571 -3.039 0.098
3000 3.4210526 0.5 -3.521 -0.201
3263.1579 3.4210526 -2.5 -0.905 0.595
4578.9474 0.26315789 -2.5 -0.24 0.717
3263.1579 3.4210526 -2.0714286 -0.979 0.552
3263.1579 3.4210526 -1.6428571 -1.044 0.53
3263.1579 3.4210526 -1.2142857 -1.15 0.52
3263.1579 3.4210526 -0.78571429 -1.382 0.501
3263.1579 3.4210526 -0.35714286 -1.848 0.425
3263.1579 3.4210526 0.071428571 -2.505 0.234
3263.1579 3.4210526 0.5 -3.025 -0.044
3526.3158 3.4210526 -2.5 -0.701 0.614
3526.3158 3.4210526 -2.0714286 -0.742 0.588
3526.3158 3.4210526 -1.6428571 -0.776 0.575
4578.9474 0.26315789 -2.0714286 -0.229 0.717
3526.3158 3.4210526 -1.2142857 -0.834 0.566
3526.3158 0 -0.78571429 -1.406 0.292
3526.3158 3.4210526 -0.78571429 -0.978 0.543
3526.3158 3.4210526 -0.35714286 -1.305 0.48
3526.3158 3.4210526 0.071428571 -1.806 0.365
3526.3158 3.4210526 0.5 -2.258 0.22
3789.4737 3.4210526 -2.5 -0.546 0.633
3789.4737 3.4210526 -2.0714286 -0.573 0.612
3789.4737 3.4210526 -1.6428571 -0.6 0.594
3789.4737 3.4210526 -1.2142857 -0.643 0.571
3789.4737 3.4210526 -0.78571429 -0.723 0.542
4578.9474 0.26315789 -1.6428571 -0.215 0.715
3789.4737 3.4210526 -0.35714286 -0.867 0.514
3789.4737 3.4210526 0.071428571 -1.054 0.503
3789.4737 3.4210526 0.5 -1.276 0.49
4052.6316 3.4210526 -2.5 -0.404 0.649
4052.6316 3.4210526 -2.0714286 -0.426 0.624
4052.6316 3.4210526 -1.6428571 -0.451 0.597
4052.6316 3.4210526 -1.2142857 -0.474 0.576
4052.6316 3.4210526 -0.78571429 -0.495 0.569
4052.6316 3.4210526 -0.35714286 -0.523 0.573
4052.6316 3.4210526 0.071428571 -0.566 0.589
4578.9474 0.26315789 -1.2142857 -0.197 0.711
4052.6316 3.4210526 0.5 -0.647 0.608
4315.7895 3.4210526 -2.5 -0.275 0.664
4315.7895 3.4210526 -2.0714286 -0.286 0.64
4315.7895 3.4210526 -1.6428571 -0.298 0.62
4315.7895 3.4210526 -1.2142857 -0.304 0.615
4315.7895 3.4210526 -0.78571429 -0.305 0.62
4315.7895 3.4210526 -0.35714286 -0.306 0.629
4315.7895 3.4210526 0.071428571 -0.306 0.647
4315.7895 3.4210526 0.5 -0.321 0.667
4578.9474 3.4210526 -2.5 -0.172 0.669
4578.9474 0.26315789 -0.78571429 -0.175 0.708
4578.9474 3.4210526 -2.0714286 -0.174 0.656
4578.9474 3.4210526 -1.6428571 -0.176 0.647
4578.9474 3.4210526 -1.2142857 -0.174 0.647
4578.9474 3.4210526 -0.78571429 -0.168 0.655
4578.9474 3.4210526 -0.35714286 -0.16 0.665
4578.9474 3.4210526 0.071428571 -0.147 0.684
4578.9474 3.4210526 0.5 -0.14 0.704
4842.1053 3.4210526 -2.5 -0.103 0.657
4842.1053 3.4210526 -2.0714286 -0.098 0.656
4842.1053 3.4210526 -1.6428571 -0.093 0.655
4578.9474 0.26315789 -0.35714286 -0.155 0.705
4842.1053 3.4210526 -1.2142857 -0.084 0.659
4842.1053 3.4210526 -0.78571429 -0.071 0.669
4842.1053 3.4210526 -0.35714286 -0.058 0.681
4842.1053 3.4210526 0.071428571 -0.037 0.703
4842.1053 3.4210526 0.5 -0.02 0.725
5105.2632 3.4210526 -2.5 -0.064 0.626
5105.2632 3.4210526 -2.0714286 -0.053 0.633
5105.2632 3.4210526 -1.6428571 -0.041 0.641
5105.2632 3.4210526 -1.2142857 -0.026 0.651
5105.2632 3.4210526 -0.78571429 -0.007 0.665
4578.9474 0.26315789 0.071428571 -0.131 0.713
5105.2632 3.4210526 -0.35714286 0.012 0.681
5105.2632 3.4210526 0.071428571 0.038 0.707
5105.2632 3.4210526 0.5 0.062 0.733
5368.4211 3.4210526 -2.5 -0.04 0.587
5368.4211 3.4210526 -2.0714286 -0.028 0.597
5368.4211 3.4210526 -1.6428571 -0.012 0.61
5368.4211 3.4210526 -1.2142857 0.009 0.627
5368.4211 3.4210526 -0.78571429 0.034 0.647
5368.4211 3.4210526 -0.35714286 0.058 0.666
5368.4211 3.4210526 0.071428571 0.089 0.696
4578.9474 0.26315789 0.5 -0.114 0.727
5368.4211 3.4210526 0.5 0.118 0.726
5631.5789 3.4210526 -2.5 -0.023 0.549
5631.5789 3.4210526 -2.0714286 -0.011 0.558
5631.5789 3.4210526 -1.6428571 0.005 0.572
5631.5789 3.4210526 -1.2142857 0.029 0.592
5631.5789 3.4210526 -0.78571429 0.058 0.616
5631.5789 3.4210526 -0.35714286 0.087 0.64
5631.5789 3.4210526 0.071428571 0.123 0.673
5631.5789 3.4210526 0.5 0.155 0.707
5894.7368 3.4210526 -2.5 -0.008 0.511
4842.1053 0.26315789 -2.5 -0.111 0.714
5894.7368 3.4210526 -2.0714286 0.003 0.52
5894.7368 3.4210526 -1.6428571 0.018 0.533
5894.7368 3.4210526 -1.2142857 0.042 0.552
5894.7368 3.4210526 -0.78571429 0.073 0.578
5894.7368 3.4210526 -0.35714286 0.106 0.605
5894.7368 3.4210526 0.071428571 0.145 0.641
5894.7368 3.4210526 0.5 0.181 0.676
6157.8947 3.4210526 -2.5 0.005 0.473
6157.8947 3.4210526 -2.0714286 0.015 0.481
6157.8947 3.4210526 -1.6428571 0.03 0.493
4842.1053 0.26315789 -2.0714286 -0.105 0.719
6157.8947 3.4210526 -1.2142857 0.052 0.512
6157.8947 3.4210526 -0.78571429 0.082 0.536
6157.8947 3.4210526 -0.35714286 0.116 0.565
6157.8947 3.4210526 0.071428571 0.158 0.602
6157.8947 3.4210526 0.5 0.198 0.639
6421.0526 3.4210526 -2.5 0.016 0.434
6421.0526 3.4210526 -2.0714286 0.026 0.442
6421.0526 3.4210526 -1.6428571 0.04 0.453
6421.0526 3.4210526 -1.2142857 0.06 0.47
6421.0526 3.4210526 -0.78571429 0.088 0.493
4842.1053 0.26315789 -1.6428571 -0.095 0.725
6421.0526 3.4210526 -0.35714286 0.122 0.521
6421.0526 3.4210526 0.071428571 0.165 0.558
6421.0526 3.4210526 0.5 0.207 0.596
6684.2105 3.4210526 -2.5 0.027 0.395
6684.2105 3.4210526 -2.0714286 0.036 0.403
6684.2105 3.4210526 -1.6428571 0.049 0.413
6684.2105 3.4210526 -1.2142857 0.067 0.428
6684.2105 3.4210526 -0.78571429 0.093 0.449
6684.2105 3.4210526 -0.35714286 0.126 0.476
6684.2105 3.4210526 0.071428571 0.168 0.511
4842.1053 0.26315789 -1.2142857 -0.081 0.731
6684.2105 3.4210526 0.5 0.211 0.549
3526.3158 0 -0.35714286 -1.557 0.292
6947.3684 3.4210526 -2.5 0.038 0.356
6947.3684 3.4210526 -2.0714286 0.044 0.362
6947.3684 3.4210526 -1.6428571 0.056 0.371
6947.3684 3.4210526 -1.2142857 0.073 0.384
6947.3684 3.4210526 -0.78571429 0.096 0.403
6947.3684 3.4210526 -0.35714286 0.127 0.428
6947.3684 3.4210526 0.071428571 0.167 0.461
6947.3684 3.4210526 0.5 0.21 0.498
7210.5263 3.4210526 -2.5 0.047 0.315
4842.1053 0.26315789 -0.78571429 -0.064 0.734
7210.5263 3.4210526 -2.0714286 0.051 0.319
7210.5263 3.4210526 -1.6428571 0.061 0.327
7210.5263 3.4210526 -1.2142857 0.076 0.338
7210.5263 3.4210526 -0.78571429 0.097 0.355
7210.5263 3.4210526 -0.35714286 0.125 0.377
7210.5263 3.4210526 0.071428571 0.162 0.408
7210.5263 3.4210526 0.5 0.204 0.444
7473.6842 3.4210526 -2.5 0.049 0.27
7473.6842 3.4210526 -2.0714286 0.054 0.274
7473.6842 3.4210526 -1.6428571 0.063 0.28
4842.1053 0.26315789 -0.35714286 -0.046 0.737
7473.6842 3.4210526 -1.2142857 0.075 0.29
7473.6842 3.4210526 -0.78571429 0.093 0.304
7473.6842 3.4210526 -0.35714286 0.118 0.324
7473.6842 3.4210526 0.071428571 0.152 0.351
7473.6842 3.4210526 0.5 0.191 0.384
7736.8421 3.4210526 -2.5 0.043 0.219
7736.8421 3.4210526 -2.0714286 0.048 0.223
7736.8421 3.4210526 -1.6428571 0.056 0.228
7736.8421 3.4210526 -1.2142857 0.067 0.237
7736.8421 3.4210526 -0.78571429 0.083 0.249
4842.1053 0.26315789 0.071428571 -0.022 0.746
7736.8421 3.4210526 -0.35714286 0.106 0.267
7736.8421 3.4210526 0.071428571 0.135 0.29
7736.8421 3.4210526 0.5 0.171 0.32
8000 3.4210526 -2.5 0.025 0.161
8000 3.4210526 -2.0714286 0.03 0.164
8000 3.4210526 -1.6428571 0.037 0.17
8000 3.4210526 -1.2142857 0.048 0.178
8000 3.4210526 -0.78571429 0.064 0.19
8000 3.4210526 -0.35714286 0.085 0.206
8000 3.4210526 0.071428571 0.112 0.227
4842.1053 0.26315789 0.5 -0.001 0.758
8000 3.4210526 0.5 0.146 0.256
3000 3.6842105 -2.5 -1.129 0.622
3000 3.6842105 -2.0714286 -1.289 0.536
3000 3.6842105 -1.6428571 -1.458 0.471
3000 3.6842105 -1.2142857 -1.681 0.425
3000 3.6842105 -0.78571429 -2.002 0.382
3000 3.6842105 -0.35714286 -2.424 0.306
3000 3.6842105 0.071428571 -2.871 0.158
3000 3.6842105 0.5 -3.318 -0.096
3263.1579 3.6842105 -2.5 -0.886 0.619
5105.2632 0.26315789 -2.5 -0.025 0.698
3263.1579 3.6842105 -2.0714286 -0.972 0.569
3263.1579 3.6842105 -1.6428571 -1.046 0.539
3263.1579 3.6842105 -1.2142857 -1.146 0.525
3263.1579 3.6842105 -0.78571429 -1.344 0.509
3263.1579 3.6842105 -0.35714286 -1.733 0.457
3263.1579 3.6842105 0.071428571 -2.326 0.304
3263.1579 3.6842105 0.5 -2.88 0.042
3526.3158 3.6842105 -2.5 -0.682 0.632
3526.3158 3.6842105 -2.0714286 -0.731 0.602
3526.3158 3.6842105 -1.6428571 -0.769 0.586
5105.2632 0.26315789 -2.0714286 -0.018 0.703
3526.3158 3.6842105 -1.2142857 -0.821 0.579
3526.3158 3.6842105 -0.78571429 -0.937 0.566
3526.3158 3.6842105 -0.35714286 -1.215 0.519
3526.3158 3.6842105 0.071428571 -1.71 0.409
3526.3158 3.6842105 0.5 -2.221 0.246
3789.4737 3.6842105 -2.5 -0.529 0.647
3789.4737 3.6842105 -2.0714286 -0.558 0.626
3789.4737 3.6842105 -1.6428571 -0.581 0.613
3789.4737 3.6842105 -1.2142857 -0.617 0.598
3789.4737 3.6842105 -0.78571429 -0.69 0.573
5105.2632 0.26315789 -1.6428571 -0.01 0.71
3789.4737 3.6842105 -0.35714286 -0.835 0.54
3789.4737 3.6842105 0.071428571 -1.055 0.515
3789.4737 3.6842105 0.5 -1.304 0.49
4052.6316 3.6842105 -2.5 -0.392 0.662
4052.6316 3.6842105 -2.0714286 -0.412 0.641
4052.6316 3.6842105 -1.6428571 -0.436 0.618
4052.6316 3.6842105 -1.2142857 -0.461 0.597
4052.6316 3.6842105 -0.78571429 -0.489 0.583
4052.6316 3.6842105 -0.35714286 -0.528 0.58
4052.6316 3.6842105 0.071428571 -0.581 0.593
5105.2632 0.26315789 -1.2142857 0.003 0.721
4052.6316 3.6842105 0.5 -0.669 0.61
4315.7895 3.6842105 -2.5 -0.267 0.674
4315.7895 3.6842105 -2.0714286 -0.279 0.653
4315.7895 3.6842105 -1.6428571 -0.293 0.631
4315.7895 3.6842105 -1.2142857 -0.302 0.621
4315.7895 3.6842105 -0.78571429 -0.307 0.622
4315.7895 3.6842105 -0.35714286 -0.31 0.631
4315.7895 3.6842105 0.071428571 -0.312 0.649
4315.7895 3.6842105 0.5 -0.332 0.669
4578.9474 3.6842105 -2.5 -0.168 0.676
5105.2632 0.26315789 -0.78571429 0.019 0.733
4578.9474 3.6842105 -2.0714286 -0.17 0.662
4578.9474 3.6842105 -1.6428571 -0.174 0.651
4578.9474 3.6842105 -1.2142857 -0.173 0.649
4578.9474 3.6842105 -0.78571429 -0.168 0.656
4578.9474 3.6842105 -0.35714286 -0.162 0.666
4578.9474 3.6842105 0.071428571 -0.151 0.685
4578.9474 3.6842105 0.5 -0.145 0.705
4842.1053 3.6842105 -2.5 -0.099 0.663
4842.1053 3.6842105 -2.0714286 -0.094 0.66
4842.1053 3.6842105 -1.6428571 -0.09 0.657
3526.3158 0 0.071428571 -1.772 0.296
5105.2632 0.26315789 -0.35714286 0.037 0.744
4842.1053 3.6842105 -1.2142857 -0.083 0.66
4842.1053 3.6842105 -0.78571429 -0.071 0.669
4842.1053 3.6842105 -0.35714286 -0.059 0.681
4842.1053 3.6842105 0.071428571 -0.039 0.703
4842.1053 3.6842105 0.5 -0.024 0.725
5105.2632 3.6842105 -2.5 -0.06 0.631
5105.2632 3.6842105 -2.0714286 -0.05 0.637
5105.2632 3.6842105 -1.6428571 -0.039 0.643
5105.2632 3.6842105 -1.2142857 -0.024 0.652
5105.2632 3.6842105 -0.78571429 -0.007 0.665
5105.2632 0.26315789 0.071428571 0.06 0.759
5105.2632 3.6842105 -0.35714286 0.011 0.681
5105.2632 3.6842105 0.071428571 0.037 0.706
5105.2632 3.6842105 0.5 0.06 0.732
5368.4211 3.6842105 -2.5 -0.038 0.59
5368.4211 3.6842105 -2.0714286 -0.026 0.6
5368.4211 3.6842105 -1.6428571 -0.011 0.612
5368.4211 3.6842105 -1.2142857 0.01 0.628
5368.4211 3.6842105 -0.78571429 0.034 0.647
5368.4211 3.6842105 -0.35714286 0.057 0.666
5368.4211 3.6842105 0.071428571 0.088 0.695
5105.2632 0.26315789 0.5 0.089 0.771
5368.4211 3.6842105 0.5 0.117 0.725
5631.5789 3.6842105 -2.5 -0.024 0.548
5631.5789 3.6842105 -2.0714286 -0.013 0.558
5631.5789 3.6842105 -1.6428571 0.004 0.572
5631.5789 3.6842105 -1.2142857 0.028 0.592
5631.5789 3.6842105 -0.78571429 0.057 0.616
5631.5789 3.6842105 -0.35714286 0.086 0.64
5631.5789 3.6842105 0.071428571 0.122 0.672
5631.5789 3.6842105 0.5 0.154 0.706
5894.7368 3.6842105 -2.5 -0.013 0.508
5368.4211 0.26315789 -2.5 0.032 0.668
5894.7368 3.6842105 -2.0714286 -0.002 0.517
5894.7368 3.6842105 -1.6428571 0.014 0.53
5894.7368 3.6842105 -1.2142857 0.038 0.55
5894.7368 3.6842105 -0.78571429 0.07 0.576
5894.7368 3.6842105 -0.35714286 0.103 0.604
5894.7368 3.6842105 0.071428571 0.143 0.64
5894.7368 3.6842105 0.5 0.179 0.675
6157.8947 3.6842105 -2.5 -0.004 0.468
6157.8947 3.6842105 -2.0714286 0.007 0.477
6157.8947 3.6842105 -1.6428571 0.022 0.489
5368.4211 0.26315789 -2.0714286 0.039 0.675
6157.8947 3.6842105 -1.2142857 0.045 0.508
6157.8947 3.6842105 -0.78571429 0.076 0.534
6157.8947 3.6842105 -0.35714286 0.112 0.563
6157.8947 3.6842105 0.071428571 0.155 0.6
6157.8947 3.6842105 0.5 0.195 0.638
6421.0526 3.6842105 -2.5 0.006 0.428
6421.0526 3.6842105 -2.0714286 0.015 0.437
6421.0526 3.6842105 -1.6428571 0.03 0.448
6421.0526 3.6842105 -1.2142857 0.051 0.466
6421.0526 3.6842105 -0.78571429 0.08 0.49
5368.4211 0.26315789 -1.6428571 0.049 0.683
6421.0526 3.6842105 -0.35714286 0.116 0.519
6421.0526 3.6842105 0.071428571 0.16 0.557
6421.0526 3.6842105 0.5 0.203 0.595
6684.2105 3.6842105 -2.5 0.014 0.389
6684.2105 3.6842105 -2.0714286 0.023 0.396
6684.2105 3.6842105 -1.6428571 0.037 0.407
6684.2105 3.6842105 -1.2142857 0.056 0.423
6684.2105 3.6842105 -0.78571429 0.083 0.445
6684.2105 3.6842105 -0.35714286 0.117 0.473
6684.2105 3.6842105 0.071428571 0.161 0.509
5368.4211 0.26315789 -1.2142857 0.063 0.695
6684.2105 3.6842105 0.5 0.206 0.549
6947.3684 3.6842105 -2.5 0.023 0.349
6947.3684 3.6842105 -2.0714286 0.031 0.355
6947.3684 3.6842105 -1.6428571 0.042 0.365
6947.3684 3.6842105 -1.2142857 0.06 0.379
6947.3684 3.6842105 -0.78571429 0.085 0.399
6947.3684 3.6842105 -0.35714286 0.117 0.425
6947.3684 3.6842105 0.071428571 0.159 0.459
6947.3684 3.6842105 0.5 0.204 0.499
7210.5263 3.6842105 -2.5 0.03 0.308
5368.4211 0.26315789 -0.78571429 0.079 0.71
7210.5263 3.6842105 -2.0714286 0.036 0.313
7210.5263 3.6842105 -1.6428571 0.047 0.322
7210.5263 3.6842105 -1.2142857 0.063 0.334
7210.5263 3.6842105 -0.78571429 0.085 0.351
7210.5263 3.6842105 -0.35714286 0.114 0.375
7210.5263 3.6842105 0.071428571 0.153 0.407
7210.5263 3.6842105 0.5 0.198 0.445
7473.6842 3.6842105 -2.5 0.033 0.264
7473.6842 3.6842105 -2.0714286 0.04 0.269
7473.6842 3.6842105 -1.6428571 0.049 0.276
5368.4211 0.26315789 -0.35714286 0.098 0.727
7473.6842 3.6842105 -1.2142857 0.062 0.287
7473.6842 3.6842105 -0.78571429 0.082 0.302
7473.6842 3.6842105 -0.35714286 0.108 0.323
7473.6842 3.6842105 0.071428571 0.144 0.351
7473.6842 3.6842105 0.5 0.186 0.387
7736.8421 3.6842105 -2.5 0.03 0.215
7736.8421 3.6842105 -2.0714286 0.037 0.221
7736.8421 3.6842105 -1.6428571 0.045 0.227
7736.8421 3.6842105 -1.2142857 0.057 0.236
7736.8421 3.6842105 -0.78571429 0.074 0.249
5368.4211 0.26315789 0.071428571 0.123 0.749
7736.8421 3.6842105 -0.35714286 0.097 0.267
7736.8421 3.6842105 0.071428571 0.129 0.292
7736.8421 3.6842105 0.5 0.167 0.324
8000 3.6842105 -2.5 0.018 0.161
8000 3.6842105 -2.0714286 0.023 0.165
8000 3.6842105 -1.6428571 0.031 0.171
8000 3.6842105 -1.2142857 0.042 0.179
8000 3.6842105 -0.78571429 0.057 0.191
8000 3.6842105 -0.35714286 0.079 0.207
8000 3.6842105 0.071428571 0.107 0.229
5368.4211 0.26315789 0.5 0.147 0.771
8000 3.6842105 0.5 0.143 0.259
3526.3158 0 0.5 -2.07 0.28
3000 3.9473684 -2.5 -1.091 0.662
3000 3.9473684 -2.0714286 -1.268 0.566
3000 3.9473684 -1.6428571 -1.452 0.49
3000 3.9473684 -1.2142857 -1.682 0.432
3000 3.9473684 -0.78571429 -1.992 0.384
3000 3.9473684 -0.35714286 -2.375 0.315
3000 3.9473684 0.071428571 -2.753 0.195
3000 3.9473684 0.5 -3.113 0.001
3263.1579 3.9473684 -2.5 -0.865 0.647
5631.5789 0.26315789 -2.5 0.068 0.63
3263.1579 3.9473684 -2.0714286 -0.964 0.589
3263.1579 3.9473684 -1.6428571 -1.048 0.55
3263.1579 3.9473684 -1.2142857 -1.146 0.53
3263.1579 3.9473684 -0.78571429 -1.32 0.515
3263.1579 3.9473684 -0.35714286 -1.652 0.476
3263.1579 3.9473684 0.071428571 -2.154 0.362
3263.1579 3.9473684 0.5 -2.704 0.134
3526.3158 3.9473684 -2.5 -0.663 0.651
3526.3158 3.9473684 -2.0714286 -0.72 0.617
3526.3158 3.9473684 -1.6428571 -0.765 0.597
5631.5789 0.26315789 -2.0714286 0.079 0.633
3526.3158 3.9473684 -1.2142857 -0.815 0.588
3526.3158 3.9473684 -0.78571429 -0.914 0.58
3526.3158 3.9473684 -0.35714286 -1.14 0.551
3526.3158 3.9473684 0.071428571 -1.586 0.461
3526.3158 3.9473684 0.5 -2.155 0.284
3789.4737 3.9473684 -2.5 -0.512 0.661
3789.4737 3.9473684 -2.0714286 -0.544 0.64
3789.4737 3.9473684 -1.6428571 -0.568 0.628
3789.4737 3.9473684 -1.2142857 -0.598 0.618
3789.4737 3.9473684 -0.78571429 -0.656 0.602
5631.5789 0.26315789 -1.6428571 0.088 0.645
3789.4737 3.9473684 -0.35714286 -0.79 0.573
3789.4737 3.9473684 0.071428571 -1.037 0.533
