# Isochrone by Pietrinferni - Cassisi - Salaris - Castelli 2006 ::: Standard Model 
#===========================================================================================================================
# Scaled solar model & transformations for ACS            (Castelli 2004)
#===========================================================================================================================
#  Np= 2000   [M/H]=-1.790   Z= 0.0003   Y=0.245   t(Gyr)= 13.3200    normalized:  3  2 2006 
#===========================================================================================================================
#     (M/Mo)in       (M/Mo)     log(L/Lo)  logTe     F435W   F475W   F555W   F606W   F625W   F775W   F814W
#===========================================================================================================================
   0.7915317170   0.7086931185   1.78756  3.78347    0.781   0.633   0.386   0.240   0.091  -0.213  -0.250
   0.7915333468   0.7086848690   1.78800  3.78323    0.781   0.633   0.385   0.239   0.090  -0.215  -0.252
   0.7915349765   0.7086767155   1.78843  3.78300    0.782   0.633   0.384   0.239   0.089  -0.216  -0.254
   0.7915366063   0.7086684120   1.78885  3.78277    0.782   0.633   0.384   0.238   0.088  -0.218  -0.255
   0.7915382361   0.7086600884   1.78927  3.78254    0.782   0.632   0.383   0.237   0.087  -0.219  -0.257
   0.7915398658   0.7086512213   1.78968  3.78233    0.782   0.632   0.382   0.236   0.086  -0.221  -0.258
   0.7915414956   0.7086428449   1.79003  3.78213    0.782   0.632   0.382   0.235   0.085  -0.222  -0.259
   0.7915431254   0.7086343616   1.79037  3.78194    0.782   0.632   0.381   0.235   0.084  -0.223  -0.261
   0.7915447551   0.7086259063   1.79071  3.78174    0.782   0.632   0.381   0.234   0.083  -0.224  -0.262
   0.7915463849   0.7086173151   1.79105  3.78155    0.782   0.631   0.380   0.233   0.083  -0.225  -0.263
   0.7915480147   0.7086089036   1.79138  3.78136    0.782   0.631   0.380   0.233   0.082  -0.227  -0.264
   0.7915496444   0.7086001799   1.79173  3.78116    0.782   0.631   0.379   0.232   0.081  -0.228  -0.266
   0.7915512742   0.7085917977   1.79214  3.78094    0.782   0.631   0.379   0.231   0.080  -0.229  -0.267
   0.7915529040   0.7085829024   1.79260  3.78072    0.782   0.631   0.378   0.230   0.079  -0.231  -0.269
   0.7915545337   0.7085745352   1.79302  3.78052    0.782   0.630   0.377   0.229   0.078  -0.232  -0.270
   0.7915561635   0.7085662388   1.79341  3.78034    0.782   0.630   0.377   0.228   0.077  -0.233  -0.271
   0.7915577933   0.7085571289   1.79378  3.78017    0.782   0.630   0.376   0.228   0.076  -0.235  -0.273
   0.7915594230   0.7085487455   1.79416  3.77999    0.782   0.629   0.375   0.227   0.075  -0.236  -0.274
   0.7915610528   0.7085394746   1.79453  3.77982    0.782   0.629   0.375   0.226   0.074  -0.237  -0.275
   0.7915626826   0.7085310216   1.79491  3.77965    0.782   0.629   0.374   0.225   0.073  -0.238  -0.277
   0.7915643123   0.7085223652   1.79529  3.77952    0.781   0.628   0.374   0.224   0.072  -0.240  -0.278
   0.7915659421   0.7085131333   1.79567  3.77938    0.781   0.628   0.373   0.224   0.071  -0.241  -0.279
   0.7915675719   0.7085046085   1.79605  3.77925    0.781   0.627   0.372   0.223   0.070  -0.242  -0.280
   0.7915692016   0.7084960160   1.79643  3.77911    0.780   0.627   0.371   0.222   0.069  -0.243  -0.281
   0.7915708314   0.7084868103   1.79681  3.77897    0.780   0.626   0.371   0.221   0.068  -0.244  -0.283
   0.7915724612   0.7084777802   1.79719  3.77884    0.780   0.626   0.370   0.220   0.067  -0.246  -0.284
   0.7915740909   0.7084690849   1.79758  3.77870    0.779   0.625   0.369   0.219   0.066  -0.247  -0.285
   0.7915757207   0.7084603478   1.79796  3.77857    0.779   0.625   0.369   0.219   0.065  -0.248  -0.286
   0.7915773505   0.7084514684   1.79835  3.77842    0.779   0.624   0.368   0.218   0.064  -0.249  -0.288
   0.7915789802   0.7084426474   1.79882  3.77825    0.779   0.624   0.367   0.217   0.063  -0.251  -0.289
   0.7915806100   0.7084337401   1.79946  3.77803    0.778   0.623   0.366   0.215   0.062  -0.253  -0.291
   0.7915822398   0.7084247257   1.80013  3.77781    0.777   0.622   0.365   0.214   0.060  -0.255  -0.293
   0.7915838695   0.7084156208   1.80080  3.77761    0.777   0.621   0.363   0.212   0.058  -0.257  -0.295
   0.7915854993   0.7084063482   1.80145  3.77740    0.776   0.620   0.362   0.211   0.057  -0.259  -0.297
   0.7915871291   0.7083970466   1.80211  3.77719    0.775   0.619   0.361   0.209   0.055  -0.261  -0.300
   0.7915887588   0.7083876556   1.80277  3.77698    0.775   0.619   0.360   0.208   0.053  -0.263  -0.302
   0.7915903886   0.7083783723   1.80344  3.77676    0.774   0.618   0.358   0.206   0.052  -0.265  -0.304
   0.7915920184   0.7083694150   1.80412  3.77655    0.774   0.617   0.357   0.205   0.050  -0.267  -0.306
   0.7915936481   0.7083602726   1.80480  3.77633    0.773   0.616   0.356   0.203   0.048  -0.269  -0.308
   0.7915952779   0.7083507245   1.80549  3.77611    0.772   0.615   0.354   0.202   0.047  -0.271  -0.310
   0.7915969077   0.7083416600   1.80618  3.77589    0.772   0.614   0.353   0.200   0.045  -0.273  -0.312
   0.7915985374   0.7083319600   1.80689  3.77567    0.771   0.613   0.352   0.199   0.043  -0.275  -0.315
   0.7916001672   0.7083228748   1.80760  3.77545    0.770   0.612   0.350   0.197   0.041  -0.278  -0.317
   0.7916017970   0.7083128675   1.80831  3.77522    0.770   0.611   0.349   0.196   0.040  -0.280  -0.319
   0.7916034268   0.7083036110   1.80904  3.77500    0.769   0.610   0.348   0.194   0.038  -0.282  -0.321
   0.7916050565   0.7082942032   1.80978  3.77478    0.768   0.609   0.346   0.192   0.036  -0.284  -0.324
   0.7916066863   0.7082846826   1.81052  3.77455    0.767   0.608   0.345   0.191   0.034  -0.287  -0.326
   0.7916083161   0.7082750553   1.81127  3.77432    0.767   0.607   0.343   0.189   0.032  -0.289  -0.328
   0.7916099458   0.7082652758   1.81203  3.77409    0.766   0.606   0.342   0.187   0.030  -0.291  -0.331
   0.7916115756   0.7082554533   1.81280  3.77386    0.765   0.605   0.340   0.186   0.028  -0.293  -0.333
   0.7916132054   0.7082454420   1.81358  3.77363    0.764   0.604   0.339   0.184   0.026  -0.296  -0.335
   0.7916148351   0.7082359418   1.81437  3.77339    0.763   0.603   0.337   0.182   0.024  -0.298  -0.338
   0.7916164649   0.7082259803   1.81517  3.77316    0.763   0.602   0.336   0.180   0.022  -0.301  -0.340
   0.7916180947   0.7082160726   1.81598  3.77292    0.762   0.600   0.334   0.178   0.020  -0.303  -0.343
   0.7916197244   0.7082059814   1.81680  3.77268    0.761   0.599   0.332   0.177   0.018  -0.305  -0.345
   0.7916213542   0.7081961712   1.81763  3.77243    0.760   0.598   0.331   0.175   0.016  -0.308  -0.348
   0.7916229840   0.7081862340   1.81847  3.77219    0.759   0.597   0.329   0.173   0.014  -0.311  -0.350
   0.7916246137   0.7081757169   1.81933  3.77194    0.758   0.596   0.328   0.171   0.012  -0.313  -0.353
   0.7916262435   0.7081659414   1.82020  3.77169    0.757   0.594   0.326   0.169   0.010  -0.316  -0.356
   0.7916278733   0.7081551533   1.82108  3.77144    0.756   0.593   0.324   0.167   0.008  -0.318  -0.359
   0.7916295030   0.7081451082   1.82198  3.77119    0.755   0.592   0.322   0.165   0.006  -0.321  -0.361
   0.7916311328   0.7081348586   1.82290  3.77093    0.754   0.591   0.321   0.163   0.003  -0.324  -0.364
   0.7916327626   0.7081245434   1.82382  3.77067    0.753   0.589   0.319   0.161   0.001  -0.327  -0.367
   0.7916343923   0.7081140054   1.82477  3.77041    0.752   0.588   0.317   0.159  -0.001  -0.329  -0.370
   0.7916360221   0.7081033597   1.82573  3.77014    0.751   0.586   0.315   0.157  -0.004  -0.332  -0.373
   0.7916376519   0.7080933733   1.82671  3.76988    0.750   0.585   0.313   0.154  -0.006  -0.335  -0.376
   0.7916392816   0.7080823731   1.82769  3.76960    0.749   0.584   0.311   0.152  -0.009  -0.338  -0.379
   0.7916409114   0.7080720515   1.82872  3.76933    0.748   0.582   0.309   0.150  -0.011  -0.341  -0.382
   0.7916425412   0.7080608998   1.82976  3.76905    0.747   0.580   0.307   0.148  -0.014  -0.344  -0.385
   0.7916441709   0.7080499964   1.83083  3.76877    0.746   0.579   0.305   0.145  -0.016  -0.347  -0.388
   0.7916458007   0.7080398056   1.83191  3.76849    0.744   0.577   0.303   0.143  -0.019  -0.350  -0.391
   0.7916474305   0.7080285267   1.83297  3.76820    0.743   0.576   0.301   0.140  -0.022  -0.354  -0.395
   0.7916490602   0.7080179086   1.83412  3.76791    0.742   0.574   0.298   0.138  -0.025  -0.357  -0.398
   0.7916506900   0.7080061950   1.83529  3.76763    0.740   0.572   0.296   0.135  -0.027  -0.360  -0.402
   0.7916523198   0.7079951630   1.83645  3.76735    0.739   0.570   0.294   0.132  -0.030  -0.364  -0.405
   0.7916539495   0.7079838792   1.83766  3.76706    0.737   0.568   0.291   0.130  -0.033  -0.367  -0.409
   0.7916555793   0.7079732247   1.83893  3.76677    0.736   0.566   0.289   0.127  -0.037  -0.371  -0.412
   0.7916572091   0.7079614206   1.84022  3.76647    0.734   0.564   0.286   0.124  -0.040  -0.375  -0.416
   0.7916588388   0.7079502544   1.84155  3.76618    0.732   0.562   0.283   0.121  -0.043  -0.378  -0.420
   0.7916604686   0.7079385767   1.84291  3.76587    0.730   0.560   0.280   0.118  -0.046  -0.382  -0.424
   0.7916620984   0.7079269469   1.84433  3.76556    0.728   0.557   0.277   0.114  -0.050  -0.386  -0.428
   0.7916637281   0.7079150591   1.84577  3.76525    0.727   0.555   0.274   0.111  -0.053  -0.391  -0.432
   0.7916653579   0.7079037928   1.84729  3.76492    0.724   0.552   0.271   0.108  -0.057  -0.395  -0.437
   0.7916669877   0.7078921732   1.84885  3.76459    0.722   0.550   0.268   0.104  -0.061  -0.399  -0.441
   0.7916686174   0.7078801683   1.85047  3.76425    0.720   0.547   0.265   0.100  -0.065  -0.404  -0.446
   0.7916702472   0.7078677728   1.85216  3.76390    0.718   0.544   0.261   0.096  -0.069  -0.409  -0.451
   0.7916718770   0.7078552895   1.85391  3.76353    0.715   0.541   0.257   0.092  -0.074  -0.414  -0.456
   0.7916735067   0.7078435381   1.85573  3.76315    0.713   0.538   0.254   0.088  -0.078  -0.419  -0.461
   0.7916751365   0.7078306436   1.85765  3.76275    0.710   0.535   0.250   0.084  -0.083  -0.424  -0.467
   0.7916767663   0.7078181319   1.85965  3.76234    0.707   0.532   0.245   0.079  -0.088  -0.430  -0.473
   0.7916783960   0.7078055774   1.86177  3.76190    0.704   0.528   0.241   0.074  -0.093  -0.436  -0.479
   0.7916800258   0.7077927622   1.86401  3.76144    0.701   0.524   0.236   0.069  -0.099  -0.442  -0.485
   0.7916816556   0.7077801146   1.86635  3.76096    0.698   0.520   0.231   0.064  -0.104  -0.449  -0.492
   0.7916832853   0.7077669524   1.86885  3.76043    0.695   0.516   0.226   0.058  -0.111  -0.456  -0.500
   0.7916849151   0.7077537042   1.87143  3.75986    0.691   0.512   0.221   0.052  -0.117  -0.464  -0.507
   0.7916865449   0.7077397886   1.87431  3.75925    0.687   0.507   0.215   0.046  -0.124  -0.472  -0.515
   0.7916881746   0.7077261188   1.87730  3.75859    0.684   0.502   0.209   0.039  -0.131  -0.480  -0.524
   0.7916898044   0.7077126456   1.88048  3.75788    0.680   0.497   0.202   0.032  -0.139  -0.489  -0.534
   0.7916914342   0.7076982922   1.88411  3.75708    0.675   0.491   0.195   0.024  -0.148  -0.500  -0.544
   0.7916930639   0.7076836430   1.88800  3.75621    0.670   0.485   0.187   0.015  -0.158  -0.511  -0.556
   0.7916946937   0.7076692457   1.89230  3.75521    0.665   0.479   0.178   0.005  -0.168  -0.523  -0.568
   0.7916963235   0.7076542862   1.89718  3.75410    0.659   0.471   0.168  -0.006  -0.180  -0.537  -0.582
   0.7916979532   0.7076385095   1.90271  3.75285    0.653   0.462   0.157  -0.018  -0.194  -0.553  -0.599
   0.7916995830   0.7076227647   1.90902  3.75138    0.646   0.453   0.145  -0.032  -0.209  -0.571  -0.617
   0.7917012128   0.7076060779   1.91642  3.74961    0.638   0.442   0.130  -0.049  -0.227  -0.592  -0.639
   0.7917028425   0.7075893237   1.92828  3.74665    0.627   0.425   0.107  -0.075  -0.256  -0.626  -0.674
   0.7917044723   0.7075712838   1.94335  3.74211    0.618   0.408   0.080  -0.107  -0.292  -0.670  -0.720
   0.7917061021   0.7075508729   1.97829  3.73091    0.608   0.375   0.022  -0.178  -0.374  -0.772  -0.825
   0.7917077318   0.7075250594   2.04862  3.71918    0.523   0.262  -0.121  -0.335  -0.541  -0.962  -1.018
   0.7917093616   0.7074886787   2.13490  3.71083    0.379   0.095  -0.311  -0.535  -0.749  -1.187  -1.245
   0.7917103065   0.7074609214   2.17405  3.70766    0.310   0.017  -0.398  -0.626  -0.844  -1.288  -1.347
   0.7917112515   0.7074301097   2.18873  3.70674    0.282  -0.013  -0.431  -0.661  -0.880  -1.326  -1.385
   0.7917121964   0.7073997656   2.17474  3.70813    0.304   0.013  -0.401  -0.629  -0.846  -1.289  -1.348
   0.7917131413   0.7073710482   2.15264  3.70986    0.343   0.057  -0.352  -0.577  -0.793  -1.232  -1.290
   0.7917140862   0.7073445033   2.14304  3.71056    0.361   0.076  -0.330  -0.555  -0.770  -1.208  -1.266
   0.7917150312   0.7073187292   2.13812  3.71097    0.370   0.086  -0.319  -0.543  -0.758  -1.195  -1.253
   0.7917159761   0.7072934652   2.13228  3.71143    0.380   0.098  -0.306  -0.530  -0.744  -1.180  -1.237
   0.7917169210   0.7072685669   2.12810  3.71173    0.388   0.107  -0.297  -0.520  -0.733  -1.169  -1.227
   0.7917178659   0.7072438745   2.12588  3.71188    0.392   0.111  -0.292  -0.514  -0.728  -1.163  -1.221
   0.7917188109   0.7072194858   2.12445  3.71195    0.395   0.114  -0.288  -0.511  -0.724  -1.160  -1.217
   0.7917197558   0.7071956136   2.12367  3.71197    0.397   0.116  -0.286  -0.509  -0.722  -1.158  -1.215
   0.7917207007   0.7071712065   2.12351  3.71194    0.397   0.117  -0.286  -0.509  -0.722  -1.157  -1.215
   0.7917216456   0.7071466952   2.12383  3.71187    0.397   0.116  -0.286  -0.509  -0.723  -1.158  -1.216
   0.7917225906   0.7071229899   2.12452  3.71176    0.396   0.115  -0.288  -0.511  -0.724  -1.160  -1.218
   0.7917235355   0.7070984332   2.12553  3.71163    0.395   0.114  -0.290  -0.513  -0.727  -1.163  -1.220
   0.7917244804   0.7070740061   2.12678  3.71149    0.393   0.111  -0.293  -0.516  -0.730  -1.166  -1.224
   0.7917254253   0.7070494894   2.12820  3.71133    0.391   0.109  -0.296  -0.519  -0.733  -1.170  -1.227
   0.7917263703   0.7070246242   2.12978  3.71117    0.389   0.106  -0.299  -0.523  -0.737  -1.174  -1.231
   0.7917273152   0.7069999603   2.13150  3.71099    0.386   0.103  -0.303  -0.527  -0.741  -1.178  -1.236
   0.7917282601   0.7069747479   2.13335  3.71080    0.383   0.099  -0.307  -0.531  -0.745  -1.183  -1.241
   0.7917292050   0.7069496449   2.13533  3.71061    0.380   0.095  -0.311  -0.535  -0.750  -1.188  -1.246
   0.7917301499   0.7069237981   2.13738  3.71041    0.377   0.092  -0.315  -0.540  -0.755  -1.194  -1.251
   0.7917310949   0.7068980949   2.13951  3.71021    0.373   0.088  -0.320  -0.545  -0.760  -1.199  -1.257
   0.7917320398   0.7068725080   2.14172  3.71000    0.369   0.083  -0.325  -0.550  -0.766  -1.205  -1.263
   0.7917329847   0.7068462917   2.14399  3.70979    0.366   0.079  -0.330  -0.555  -0.771  -1.211  -1.269
   0.7917339296   0.7068200029   2.14639  3.70957    0.362   0.074  -0.335  -0.561  -0.777  -1.217  -1.275
   0.7917348746   0.7067933223   2.14880  3.70935    0.358   0.070  -0.340  -0.567  -0.783  -1.223  -1.281
   0.7917358195   0.7067663082   2.15128  3.70913    0.354   0.065  -0.346  -0.572  -0.788  -1.230  -1.288
   0.7917367644   0.7067392777   2.15380  3.70891    0.349   0.060  -0.351  -0.578  -0.795  -1.236  -1.294
   0.7917377093   0.7067118615   2.15639  3.70868    0.345   0.055  -0.357  -0.584  -0.801  -1.243  -1.301
   0.7917386543   0.7066839702   2.15903  3.70845    0.341   0.050  -0.363  -0.590  -0.807  -1.250  -1.308
   0.7917395992   0.7066564806   2.16171  3.70822    0.336   0.045  -0.369  -0.596  -0.814  -1.256  -1.315
   0.7917405441   0.7066278760   2.16443  3.70798    0.331   0.039  -0.375  -0.603  -0.820  -1.264  -1.322
   0.7917414890   0.7065989537   2.16718  3.70774    0.327   0.034  -0.381  -0.609  -0.827  -1.271  -1.329
   0.7917424340   0.7065700748   2.16996  3.70751    0.322   0.029  -0.387  -0.616  -0.833  -1.278  -1.337
   0.7917433789   0.7065408570   2.17279  3.70727    0.317   0.023  -0.393  -0.622  -0.840  -1.285  -1.344
   0.7917443238   0.7065113448   2.17564  3.70702    0.312   0.018  -0.400  -0.629  -0.847  -1.292  -1.351
   0.7917452687   0.7064812359   2.17850  3.70678    0.308   0.012  -0.406  -0.635  -0.854  -1.300  -1.359
   0.7917462137   0.7064507870   2.18140  3.70654    0.303   0.006  -0.412  -0.642  -0.861  -1.307  -1.366
   0.7917471586   0.7064200236   2.18433  3.70630    0.298   0.000  -0.419  -0.649  -0.868  -1.315  -1.374
   0.7917481035   0.7063892967   2.18732  3.70606    0.292  -0.005  -0.425  -0.656  -0.875  -1.323  -1.382
   0.7917490484   0.7063578708   2.19032  3.70581    0.287  -0.011  -0.432  -0.663  -0.882  -1.330  -1.390
   0.7917499934   0.7063256618   2.19335  3.70557    0.282  -0.017  -0.439  -0.670  -0.890  -1.338  -1.398
   0.7917509383   0.7062939759   2.19638  3.70532    0.277  -0.023  -0.445  -0.677  -0.897  -1.346  -1.405
   0.7917518832   0.7062613471   2.19947  3.70507    0.272  -0.029  -0.452  -0.684  -0.904  -1.354  -1.413
   0.7917528281   0.7062279519   2.20260  3.70483    0.266  -0.035  -0.459  -0.691  -0.912  -1.362  -1.422
   0.7917537731   0.7061952177   2.20575  3.70458    0.261  -0.042  -0.466  -0.699  -0.920  -1.370  -1.430
   0.7917547180   0.7061612836   2.20896  3.70433    0.255  -0.048  -0.473  -0.706  -0.927  -1.378  -1.438
   0.7917556629   0.7061267679   2.21222  3.70407    0.250  -0.054  -0.480  -0.714  -0.935  -1.387  -1.447
   0.7917566078   0.7060923106   2.21553  3.70381    0.244  -0.061  -0.488  -0.721  -0.943  -1.395  -1.455
   0.7917575528   0.7060572527   2.21889  3.70355    0.238  -0.068  -0.495  -0.729  -0.951  -1.404  -1.464
   0.7917584977   0.7060211808   2.22230  3.70329    0.232  -0.074  -0.503  -0.737  -0.959  -1.413  -1.473
   0.7917594426   0.7059853500   2.22577  3.70304    0.226  -0.081  -0.510  -0.745  -0.968  -1.421  -1.482
   0.7917603875   0.7059488980   2.22929  3.70279    0.220  -0.088  -0.518  -0.753  -0.976  -1.431  -1.491
   0.7917613325   0.7059113888   2.23291  3.70253    0.213  -0.096  -0.526  -0.762  -0.985  -1.440  -1.500
   0.7917622774   0.7058739979   2.23655  3.70227    0.207  -0.103  -0.534  -0.770  -0.994  -1.449  -1.510
