# Isochrone by Pietrinferni - Cassisi - Salaris - Castelli 2006 ::: Standard Model 
#===========================================================================================================================
# Scaled solar model & transformations for ACS            (Castelli 2004)
#===========================================================================================================================
#  Np= 2000   [M/H]=-1.790   Z= 0.0003   Y=0.245   t(Gyr)= 13.3200    normalized:  3  2 2006 
#===========================================================================================================================
#     (M/Mo)in       (M/Mo)     log(L/Lo)  logTe     F435W   F475W   F555W   F606W   F625W   F775W   F814W
#===========================================================================================================================
   0.7900290450   0.7772804085   2.36896  3.67949    0.131  -0.258  -0.763  -1.033  -1.282  -1.786  -1.854
   0.7900304003   0.7772362817   2.37116  3.67939    0.127  -0.263  -0.768  -1.038  -1.287  -1.792  -1.860
   0.7900317557   0.7771916045   2.37339  3.67928    0.123  -0.267  -0.773  -1.043  -1.292  -1.797  -1.866
   0.7900331110   0.7771467081   2.37564  3.67916    0.119  -0.272  -0.778  -1.049  -1.298  -1.803  -1.871
   0.7900344664   0.7771014200   2.37788  3.67906    0.115  -0.277  -0.783  -1.054  -1.303  -1.808  -1.877
   0.7900358217   0.7770560864   2.38012  3.67895    0.111  -0.281  -0.788  -1.059  -1.308  -1.814  -1.883
   0.7900371771   0.7770104418   2.38239  3.67884    0.106  -0.286  -0.793  -1.064  -1.314  -1.820  -1.888
   0.7900385324   0.7769636525   2.38464  3.67873    0.102  -0.291  -0.798  -1.070  -1.319  -1.825  -1.894
   0.7900398877   0.7769170877   2.38692  3.67861    0.098  -0.295  -0.803  -1.075  -1.325  -1.831  -1.900
   0.7900412431   0.7768699066   2.38924  3.67850    0.094  -0.300  -0.809  -1.080  -1.330  -1.837  -1.906
   0.7900425984   0.7768224430   2.39154  3.67839    0.090  -0.305  -0.814  -1.086  -1.336  -1.843  -1.911
   0.7900439538   0.7767745933   2.39385  3.67827    0.085  -0.309  -0.819  -1.091  -1.341  -1.848  -1.917
   0.7900453091   0.7767265053   2.39617  3.67816    0.081  -0.314  -0.824  -1.096  -1.347  -1.854  -1.923
   0.7900466645   0.7766773103   2.39849  3.67805    0.077  -0.319  -0.829  -1.102  -1.352  -1.860  -1.929
   0.7900480198   0.7766281919   2.40082  3.67794    0.072  -0.324  -0.834  -1.107  -1.358  -1.866  -1.935
   0.7900493752   0.7765782517   2.40316  3.67782    0.068  -0.328  -0.840  -1.113  -1.363  -1.872  -1.941
   0.7900507305   0.7765283762   2.40556  3.67771    0.064  -0.333  -0.845  -1.118  -1.369  -1.878  -1.947
   0.7900520858   0.7764776550   2.40790  3.67759    0.059  -0.338  -0.850  -1.124  -1.375  -1.884  -1.953
   0.7900534412   0.7764268672   2.41032  3.67748    0.055  -0.343  -0.856  -1.129  -1.380  -1.890  -1.959
   0.7900547965   0.7763753146   2.41271  3.67736    0.051  -0.348  -0.861  -1.135  -1.386  -1.896  -1.965
   0.7900561519   0.7763230812   2.41509  3.67724    0.046  -0.353  -0.866  -1.140  -1.392  -1.902  -1.971
   0.7900575072   0.7762707263   2.41751  3.67712    0.042  -0.358  -0.872  -1.146  -1.398  -1.908  -1.977
   0.7900588626   0.7762174945   2.41991  3.67699    0.038  -0.363  -0.877  -1.151  -1.403  -1.914  -1.983
   0.7900602179   0.7761644853   2.42235  3.67687    0.033  -0.367  -0.882  -1.157  -1.409  -1.920  -1.989
   0.7900615733   0.7761105097   2.42480  3.67674    0.029  -0.372  -0.888  -1.163  -1.415  -1.926  -1.995
   0.7900629286   0.7760558697   2.42728  3.67661    0.024  -0.377  -0.893  -1.168  -1.421  -1.932  -2.002
   0.7900642839   0.7760010129   2.42972  3.67648    0.020  -0.382  -0.899  -1.174  -1.427  -1.938  -2.008
   0.7900656393   0.7759457958   2.43219  3.67635    0.016  -0.387  -0.904  -1.180  -1.432  -1.944  -2.014
   0.7900669946   0.7758896768   2.43467  3.67623    0.011  -0.392  -0.910  -1.185  -1.438  -1.951  -2.020
   0.7900683500   0.7758329322   2.43716  3.67609    0.007  -0.397  -0.915  -1.191  -1.444  -1.957  -2.027
   0.7900697053   0.7757757960   2.43965  3.67597    0.002  -0.402  -0.920  -1.197  -1.450  -1.963  -2.033
   0.7900710607   0.7757184926   2.44220  3.67583   -0.002  -0.407  -0.926  -1.203  -1.456  -1.969  -2.039
   0.7900724160   0.7756601382   2.44472  3.67570   -0.007  -0.412  -0.932  -1.208  -1.462  -1.976  -2.046
   0.7900737714   0.7756010926   2.44724  3.67557   -0.011  -0.417  -0.937  -1.214  -1.468  -1.982  -2.052
   0.7900751267   0.7755423885   2.44978  3.67543   -0.016  -0.422  -0.943  -1.220  -1.474  -1.988  -2.058
   0.7900764820   0.7754825933   2.45233  3.67530   -0.020  -0.428  -0.948  -1.226  -1.480  -1.995  -2.065
   0.7900778374   0.7754216780   2.45493  3.67516   -0.025  -0.433  -0.954  -1.232  -1.486  -2.001  -2.071
   0.7900791927   0.7753605775   2.45753  3.67503   -0.029  -0.438  -0.960  -1.238  -1.492  -2.008  -2.078
   0.7900805481   0.7752991460   2.46013  3.67489   -0.034  -0.443  -0.966  -1.244  -1.499  -2.014  -2.085
   0.7900819034   0.7752370443   2.46272  3.67476   -0.039  -0.448  -0.971  -1.250  -1.505  -2.021  -2.091
   0.7900832588   0.7751742647   2.46530  3.67462   -0.043  -0.453  -0.977  -1.256  -1.511  -2.027  -2.098
   0.7900846141   0.7751104754   2.46794  3.67449   -0.048  -0.459  -0.983  -1.262  -1.517  -2.034  -2.104
   0.7900859695   0.7750463439   2.47060  3.67435   -0.052  -0.464  -0.989  -1.268  -1.523  -2.040  -2.111
   0.7900873248   0.7749816232   2.47325  3.67421   -0.057  -0.469  -0.994  -1.274  -1.530  -2.047  -2.118
   0.7900886801   0.7749159940   2.47590  3.67407   -0.062  -0.475  -1.000  -1.280  -1.536  -2.054  -2.124
   0.7900900355   0.7748501725   2.47859  3.67394   -0.067  -0.480  -1.006  -1.286  -1.542  -2.060  -2.131
   0.7900913908   0.7747829858   2.48128  3.67380   -0.071  -0.485  -1.012  -1.292  -1.549  -2.067  -2.138
   0.7900927462   0.7747160372   2.48396  3.67366   -0.076  -0.491  -1.018  -1.299  -1.555  -2.074  -2.145
   0.7900941015   0.7746475735   2.48668  3.67352   -0.081  -0.496  -1.024  -1.305  -1.561  -2.081  -2.151
   0.7900954569   0.7745783188   2.48939  3.67338   -0.086  -0.501  -1.030  -1.311  -1.568  -2.087  -2.158
   0.7900968122   0.7745093139   2.49214  3.67324   -0.090  -0.507  -1.036  -1.317  -1.574  -2.094  -2.165
   0.7900981676   0.7744389316   2.49495  3.67309   -0.095  -0.513  -1.042  -1.324  -1.581  -2.101  -2.172
   0.7900995229   0.7743676736   2.49776  3.67295   -0.100  -0.518  -1.048  -1.330  -1.588  -2.108  -2.179
   0.7901008782   0.7742958304   2.50055  3.67281   -0.105  -0.524  -1.054  -1.337  -1.594  -2.115  -2.186
   0.7901022336   0.7742231227   2.50333  3.67267   -0.110  -0.529  -1.060  -1.343  -1.601  -2.122  -2.193
   0.7901035889   0.7741498751   2.50613  3.67252   -0.115  -0.535  -1.067  -1.349  -1.607  -2.129  -2.200
   0.7901049443   0.7740757249   2.50895  3.67238   -0.120  -0.540  -1.073  -1.356  -1.614  -2.136  -2.208
   0.7901062996   0.7740009255   2.51179  3.67224   -0.125  -0.546  -1.079  -1.362  -1.621  -2.143  -2.215
   0.7901076550   0.7739253571   2.51463  3.67209   -0.130  -0.552  -1.085  -1.369  -1.628  -2.150  -2.222
   0.7901090103   0.7738483817   2.51752  3.67195   -0.135  -0.557  -1.091  -1.376  -1.634  -2.157  -2.229
   0.7901103657   0.7737710833   2.52043  3.67180   -0.140  -0.563  -1.098  -1.382  -1.641  -2.165  -2.236
   0.7901117210   0.7736932369   2.52336  3.67165   -0.146  -0.569  -1.104  -1.389  -1.648  -2.172  -2.244
   0.7901130763   0.7736137151   2.52628  3.67151   -0.151  -0.575  -1.111  -1.396  -1.655  -2.179  -2.251
   0.7901144317   0.7735339897   2.52920  3.67136   -0.156  -0.581  -1.117  -1.402  -1.662  -2.187  -2.258
   0.7901157870   0.7734528342   2.53217  3.67121   -0.161  -0.587  -1.124  -1.409  -1.669  -2.194  -2.266
   0.7901171424   0.7733708367   2.53510  3.67105   -0.166  -0.592  -1.130  -1.416  -1.676  -2.201  -2.273
   0.7901184977   0.7732879282   2.53810  3.67089   -0.171  -0.598  -1.136  -1.423  -1.683  -2.209  -2.281
   0.7901198531   0.7732040790   2.54112  3.67073   -0.176  -0.604  -1.143  -1.430  -1.690  -2.216  -2.288
   0.7901212084   0.7731195393   2.54411  3.67057   -0.182  -0.610  -1.149  -1.436  -1.697  -2.224  -2.296
   0.7901225637   0.7730340838   2.54715  3.67041   -0.187  -0.616  -1.156  -1.443  -1.704  -2.231  -2.304
   0.7901239191   0.7729475635   2.55018  3.67025   -0.192  -0.622  -1.163  -1.450  -1.711  -2.239  -2.311
   0.7901252744   0.7728600678   2.55323  3.67009   -0.197  -0.628  -1.169  -1.457  -1.719  -2.246  -2.319
   0.7901266298   0.7727710818   2.55633  3.66993   -0.202  -0.634  -1.176  -1.464  -1.726  -2.254  -2.327
   0.7901279851   0.7726816679   2.55943  3.66976   -0.208  -0.640  -1.183  -1.471  -1.733  -2.262  -2.334
   0.7901293405   0.7725907828   2.56254  3.66959   -0.213  -0.646  -1.189  -1.478  -1.740  -2.270  -2.342
   0.7901306958   0.7724994024   2.56564  3.66943   -0.218  -0.652  -1.196  -1.485  -1.748  -2.277  -2.350
   0.7901320512   0.7724064003   2.56876  3.66926   -0.224  -0.658  -1.203  -1.493  -1.755  -2.285  -2.358
   0.7901334065   0.7723123241   2.57192  3.66909   -0.229  -0.664  -1.210  -1.500  -1.762  -2.293  -2.366
   0.7901347618   0.7722171459   2.57510  3.66892   -0.234  -0.670  -1.217  -1.507  -1.770  -2.301  -2.374
   0.7901361172   0.7721209195   2.57829  3.66875   -0.240  -0.677  -1.223  -1.514  -1.777  -2.309  -2.382
   0.7901374725   0.7720238376   2.58153  3.66858   -0.245  -0.683  -1.230  -1.522  -1.785  -2.317  -2.390
   0.7901388279   0.7719246910   2.58475  3.66841   -0.251  -0.689  -1.237  -1.529  -1.793  -2.325  -2.398
   0.7901401832   0.7718251932   2.58802  3.66823   -0.256  -0.696  -1.244  -1.536  -1.800  -2.333  -2.406
   0.7901415386   0.7717237628   2.59134  3.66805   -0.262  -0.702  -1.252  -1.544  -1.808  -2.341  -2.415
   0.7901428939   0.7716211485   2.59465  3.66787   -0.267  -0.708  -1.259  -1.551  -1.816  -2.349  -2.423
   0.7901442493   0.7715175640   2.59797  3.66769   -0.273  -0.715  -1.266  -1.559  -1.824  -2.358  -2.431
   0.7901456046   0.7714126090   2.60131  3.66752   -0.278  -0.721  -1.273  -1.566  -1.831  -2.366  -2.439
   0.7901469599   0.7713065129   2.60461  3.66734   -0.284  -0.728  -1.280  -1.574  -1.839  -2.374  -2.448
   0.7901483153   0.7711991000   2.60792  3.66716   -0.290  -0.734  -1.287  -1.581  -1.847  -2.382  -2.456
   0.7901496706   0.7710896027   2.61127  3.66698   -0.295  -0.740  -1.294  -1.589  -1.855  -2.391  -2.464
   0.7901510260   0.7709794126   2.61462  3.66680   -0.301  -0.747  -1.302  -1.597  -1.863  -2.399  -2.473
   0.7901523813   0.7708677200   2.61797  3.66663   -0.306  -0.753  -1.309  -1.604  -1.870  -2.407  -2.481
   0.7901537367   0.7707544530   2.62131  3.66645   -0.312  -0.760  -1.316  -1.612  -1.878  -2.416  -2.490
   0.7901550920   0.7706396840   2.62465  3.66627   -0.318  -0.766  -1.323  -1.619  -1.886  -2.424  -2.498
   0.7901564474   0.7705230146   2.62802  3.66609   -0.323  -0.773  -1.330  -1.627  -1.894  -2.432  -2.506
   0.7901578027   0.7704058941   2.63138  3.66591   -0.329  -0.779  -1.338  -1.634  -1.902  -2.440  -2.515
   0.7901591580   0.7702866669   2.63484  3.66573   -0.335  -0.786  -1.345  -1.642  -1.910  -2.449  -2.523
   0.7901605134   0.7701662631   2.63830  3.66555   -0.340  -0.792  -1.352  -1.650  -1.918  -2.458  -2.532
   0.7901618687   0.7700437201   2.64186  3.66536   -0.346  -0.799  -1.360  -1.658  -1.926  -2.466  -2.541
   0.7901632241   0.7699199361   2.64544  3.66518   -0.352  -0.806  -1.368  -1.666  -1.935  -2.475  -2.550
   0.7901645794   0.7697941639   2.64902  3.66499   -0.358  -0.813  -1.375  -1.674  -1.943  -2.484  -2.559
   0.7901659348   0.7696664695   2.65264  3.66481   -0.364  -0.820  -1.383  -1.683  -1.951  -2.493  -2.568
   0.7901672901   0.7695374841   2.65628  3.66462   -0.370  -0.827  -1.391  -1.691  -1.960  -2.502  -2.577
   0.7901686455   0.7694067865   2.65997  3.66442   -0.377  -0.834  -1.399  -1.699  -1.969  -2.511  -2.586
   0.7901700008   0.7692743902   2.66365  3.66423   -0.383  -0.841  -1.407  -1.707  -1.977  -2.520  -2.595
   0.7901713561   0.7691395793   2.66735  3.66404   -0.389  -0.848  -1.415  -1.716  -1.986  -2.530  -2.605
   0.7901727115   0.7690026873   2.67110  3.66384   -0.395  -0.855  -1.423  -1.724  -1.994  -2.539  -2.614
   0.7901740668   0.7688644890   2.67486  3.66364   -0.401  -0.863  -1.431  -1.733  -2.003  -2.548  -2.623
   0.7901754222   0.7687240048   2.67865  3.66344   -0.407  -0.870  -1.439  -1.741  -2.012  -2.558  -2.633
   0.7901767775   0.7685815540   2.68244  3.66324   -0.414  -0.877  -1.447  -1.750  -2.021  -2.567  -2.642
   0.7901781329   0.7684371523   2.68627  3.66303   -0.420  -0.884  -1.455  -1.758  -2.030  -2.576  -2.652
   0.7901794882   0.7682903239   2.69011  3.66282   -0.426  -0.891  -1.463  -1.767  -2.039  -2.586  -2.662
   0.7901808436   0.7681416547   2.69400  3.66262   -0.432  -0.899  -1.471  -1.776  -2.048  -2.596  -2.671
   0.7901821989   0.7679907792   2.69791  3.66240   -0.439  -0.906  -1.480  -1.784  -2.057  -2.605  -2.681
   0.7901835542   0.7678373445   2.70181  3.66219   -0.445  -0.913  -1.488  -1.793  -2.066  -2.615  -2.691
   0.7901849096   0.7676820503   2.70574  3.66197   -0.451  -0.921  -1.496  -1.802  -2.075  -2.625  -2.700
   0.7901862649   0.7675242125   2.70972  3.66175   -0.457  -0.928  -1.504  -1.811  -2.084  -2.634  -2.710
   0.7901876203   0.7673636276   2.71372  3.66153   -0.464  -0.936  -1.513  -1.820  -2.093  -2.644  -2.720
   0.7901889756   0.7672005356   2.71780  3.66130   -0.470  -0.943  -1.521  -1.829  -2.103  -2.654  -2.730
   0.7901903310   0.7670356475   2.72191  3.66107   -0.477  -0.951  -1.530  -1.838  -2.112  -2.664  -2.741
   0.7901916863   0.7668677551   2.72605  3.66083   -0.483  -0.958  -1.539  -1.847  -2.122  -2.675  -2.751
   0.7901930417   0.7666972545   2.73029  3.66059   -0.490  -0.966  -1.547  -1.856  -2.132  -2.685  -2.762
   0.7901943970   0.7665238887   2.73453  3.66034   -0.496  -0.974  -1.556  -1.866  -2.141  -2.695  -2.772
   0.7901957523   0.7663479474   2.73861  3.66010   -0.502  -0.981  -1.565  -1.875  -2.151  -2.706  -2.782
   0.7901971077   0.7661692630   2.74272  3.65986   -0.509  -0.989  -1.573  -1.884  -2.160  -2.716  -2.792
   0.7901984630   0.7659871743   2.74685  3.65963   -0.515  -0.996  -1.582  -1.893  -2.170  -2.726  -2.803
   0.7901998184   0.7658028692   2.75111  3.65938   -0.521  -1.004  -1.591  -1.902  -2.179  -2.736  -2.813
   0.7902011737   0.7656153185   2.75539  3.65913   -0.528  -1.012  -1.599  -1.912  -2.189  -2.747  -2.824
   0.7902025291   0.7654247345   2.75970  3.65887   -0.534  -1.020  -1.608  -1.921  -2.199  -2.757  -2.834
   0.7902038844   0.7652307613   2.76405  3.65862   -0.541  -1.027  -1.617  -1.931  -2.209  -2.768  -2.845
   0.7902052398   0.7650335903   2.76844  3.65837   -0.548  -1.035  -1.626  -1.940  -2.219  -2.779  -2.856
   0.7902065951   0.7648333475   2.77285  3.65811   -0.554  -1.043  -1.635  -1.950  -2.229  -2.790  -2.867
   0.7902079504   0.7646298016   2.77735  3.65785   -0.561  -1.052  -1.645  -1.960  -2.239  -2.801  -2.878
   0.7902093058   0.7644227513   2.78183  3.65760   -0.568  -1.060  -1.654  -1.970  -2.250  -2.812  -2.889
   0.7902106611   0.7642117681   2.78640  3.65734   -0.575  -1.068  -1.663  -1.980  -2.260  -2.823  -2.901
   0.7902120165   0.7639970869   2.79096  3.65708   -0.582  -1.076  -1.673  -1.990  -2.270  -2.834  -2.912
   0.7902133718   0.7637782445   2.79554  3.65683   -0.589  -1.085  -1.682  -2.000  -2.281  -2.845  -2.923
   0.7902147272   0.7635564866   2.80011  3.65659   -0.596  -1.093  -1.692  -2.010  -2.291  -2.857  -2.935
   0.7902160825   0.7633306251   2.80474  3.65634   -0.603  -1.101  -1.701  -2.020  -2.302  -2.868  -2.946
   0.7902174379   0.7631006078   2.80947  3.65608   -0.610  -1.110  -1.711  -2.031  -2.313  -2.879  -2.958
   0.7902187932   0.7628666032   2.81419  3.65583   -0.618  -1.119  -1.721  -2.041  -2.324  -2.891  -2.969
   0.7902201485   0.7626278989   2.81898  3.65557   -0.625  -1.127  -1.731  -2.052  -2.335  -2.903  -2.981
   0.7902215039   0.7623849334   2.82379  3.65531   -0.633  -1.136  -1.741  -2.062  -2.346  -2.915  -2.993
   0.7902228592   0.7621381794   2.82866  3.65505   -0.640  -1.145  -1.751  -2.073  -2.357  -2.927  -3.005
   0.7902242146   0.7618859684   2.83354  3.65478   -0.647  -1.154  -1.761  -2.084  -2.368  -2.938  -3.017
   0.7902255699   0.7616292431   2.83850  3.65450   -0.655  -1.163  -1.771  -2.095  -2.379  -2.951  -3.030
   0.7902269253   0.7613681191   2.84349  3.65423   -0.662  -1.172  -1.781  -2.105  -2.391  -2.963  -3.042
   0.7902282806   0.7611012567   2.84850  3.65395   -0.670  -1.181  -1.791  -2.116  -2.402  -2.975  -3.054
   0.7902296360   0.7608300822   2.85360  3.65366   -0.677  -1.190  -1.802  -2.128  -2.413  -2.988  -3.067
   0.7902309913   0.7605529880   2.85870  3.65337   -0.685  -1.199  -1.812  -2.139  -2.425  -3.000  -3.080
   0.7902323466   0.7602706620   2.86383  3.65308   -0.692  -1.208  -1.823  -2.150  -2.437  -3.013  -3.092
   0.7902337020   0.7599818952   2.86903  3.65277   -0.700  -1.217  -1.833  -2.161  -2.448  -3.025  -3.105
   0.7902350573   0.7596885433   2.87426  3.65246   -0.707  -1.226  -1.843  -2.172  -2.460  -3.038  -3.118
   0.7902364127   0.7593886655   2.87957  3.65214   -0.715  -1.235  -1.854  -2.184  -2.472  -3.051  -3.131
   0.7902377680   0.7590831272   2.88484  3.65181   -0.722  -1.244  -1.865  -2.195  -2.484  -3.064  -3.144
   0.7902391234   0.7587713052   2.89019  3.65148   -0.729  -1.253  -1.875  -2.206  -2.496  -3.077  -3.157
   0.7902404787   0.7584521412   2.89565  3.65112   -0.736  -1.262  -1.886  -2.218  -2.508  -3.090  -3.170
   0.7902418341   0.7581272493   2.90116  3.65077   -0.744  -1.271  -1.897  -2.229  -2.520  -3.103  -3.184
   0.7902431894   0.7577942495   2.90687  3.65039   -0.751  -1.281  -1.908  -2.242  -2.533  -3.117  -3.198
   0.7902445447   0.7574543629   2.91254  3.65001   -0.758  -1.290  -1.919  -2.253  -2.545  -3.131  -3.212
   0.7902459001   0.7571070789   2.91819  3.64967   -0.766  -1.299  -1.930  -2.265  -2.558  -3.144  -3.226
   0.7902472554   0.7567516581   2.92389  3.64933   -0.774  -1.309  -1.941  -2.278  -2.570  -3.158  -3.240
   0.7902486108   0.7563890661   2.92958  3.64900   -0.782  -1.319  -1.952  -2.290  -2.583  -3.172  -3.254
   0.7902499661   0.7560186085   2.93536  3.64866   -0.790  -1.329  -1.964  -2.302  -2.596  -3.186  -3.268
   0.7902513215   0.7556393616   2.94119  3.64832   -0.798  -1.339  -1.975  -2.315  -2.609  -3.200  -3.282
   0.7902526768   0.7552512271   2.94705  3.64798   -0.806  -1.349  -1.987  -2.327  -2.622  -3.214  -3.296
   0.7902540321   0.7548548489   2.95297  3.64764   -0.814  -1.359  -1.999  -2.340  -2.635  -3.229  -3.311
   0.7902553875   0.7544488038   2.95897  3.64730   -0.823  -1.369  -2.010  -2.353  -2.649  -3.243  -3.326
   0.7902567428   0.7540342363   2.96500  3.64696   -0.831  -1.379  -2.022  -2.365  -2.662  -3.258  -3.340
   0.7902580982   0.7536085249   2.97113  3.64661   -0.839  -1.390  -2.035  -2.379  -2.676  -3.273  -3.355
   0.7902594535   0.7531741360   2.97727  3.64626   -0.848  -1.400  -2.047  -2.392  -2.690  -3.288  -3.370
   0.7902608089   0.7527288972   2.98350  3.64591   -0.856  -1.411  -2.059  -2.405  -2.703  -3.303  -3.386
   0.7902621642   0.7522725485   2.98977  3.64555   -0.865  -1.421  -2.071  -2.418  -2.717  -3.318  -3.401
   0.7902635196   0.7518052844   2.99611  3.64518   -0.874  -1.432  -2.084  -2.432  -2.731  -3.333  -3.417
   0.7902648749   0.7513268625   3.00250  3.64481   -0.882  -1.442  -2.096  -2.445  -2.745  -3.348  -3.432
   0.7902662302   0.7508358695   3.00899  3.64442   -0.891  -1.453  -2.109  -2.459  -2.760  -3.364  -3.448
   0.7902675856   0.7503320228   3.01550  3.64403   -0.899  -1.464  -2.121  -2.472  -2.774  -3.380  -3.464
   0.7902689409   0.7498154691   3.02211  3.64362   -0.907  -1.475  -2.134  -2.486  -2.789  -3.396  -3.480
   0.7902702963   0.7492866914   3.02879  3.64321   -0.916  -1.485  -2.147  -2.500  -2.803  -3.412  -3.496
   0.7902716516   0.7487427306   3.03550  3.64279   -0.924  -1.496  -2.159  -2.514  -2.818  -3.428  -3.513
   0.7902730070   0.7481851065   3.04231  3.64236   -0.932  -1.507  -2.172  -2.528  -2.833  -3.444  -3.529
   0.7902743623   0.7476119007   3.04923  3.64190   -0.941  -1.517  -2.185  -2.542  -2.847  -3.461  -3.546
   0.7902757177   0.7470217871   3.05621  3.64143   -0.948  -1.528  -2.198  -2.556  -2.862  -3.477  -3.563
   0.7902770730   0.7464175446   3.06263  3.64099   -0.956  -1.537  -2.209  -2.569  -2.876  -3.492  -3.578
   0.7902784283   0.7457961215   3.06951  3.64050   -0.963  -1.548  -2.222  -2.583  -2.891  -3.509  -3.595
   0.7902797837   0.7451582727   3.07662  3.64000   -0.971  -1.558  -2.235  -2.597  -2.906  -3.526  -3.612
   0.7902811390   0.7445015432   3.08385  3.63950   -0.978  -1.569  -2.248  -2.612  -2.921  -3.543  -3.629
   0.7902824944   0.7438268508   3.09116  3.63901   -0.986  -1.580  -2.261  -2.627  -2.937  -3.560  -3.647
   0.7902838497   0.7431331693   3.09855  3.63849   -0.994  -1.590  -2.274  -2.641  -2.952  -3.577  -3.665
   0.7902852051   0.7424154190   3.10601  3.63799   -1.002  -1.601  -2.288  -2.656  -2.968  -3.595  -3.683
   0.7902865604   0.7416788510   3.11359  3.63747   -1.010  -1.612  -2.301  -2.672  -2.984  -3.613  -3.701
   0.7902879158   0.7409203837   3.12125  3.63694   -1.018  -1.623  -2.315  -2.687  -3.001  -3.631  -3.719
   0.7902892711   0.7401361686   3.12899  3.63642   -1.027  -1.635  -2.329  -2.702  -3.017  -3.649  -3.738
   0.7902906264   0.7393281366   3.13689  3.63589   -1.035  -1.646  -2.343  -2.718  -3.034  -3.668  -3.757
   0.7902919818   0.7384948448   3.14480  3.63537   -1.043  -1.658  -2.357  -2.734  -3.050  -3.687  -3.776
   0.7902933371   0.7376339425   3.15281  3.63485   -1.052  -1.669  -2.372  -2.750  -3.067  -3.706  -3.795
   0.7902946925   0.7367455972   3.16101  3.63432   -1.061  -1.681  -2.386  -2.766  -3.085  -3.725  -3.815
   0.7902960478   0.7358254822   3.16924  3.63381   -1.070  -1.694  -2.401  -2.783  -3.102  -3.745  -3.835
   0.7902974032   0.7348757223   3.17759  3.63329   -1.079  -1.706  -2.416  -2.800  -3.120  -3.764  -3.855
   0.7902987585   0.7338945466   3.18606  3.63278   -1.089  -1.719  -2.432  -2.817  -3.138  -3.784  -3.875
   0.7903001139   0.7328803364   3.19463  3.63226   -1.098  -1.731  -2.447  -2.834  -3.156  -3.805  -3.896
   0.7903014692   0.7318291302   3.20328  3.63176   -1.108  -1.744  -2.463  -2.851  -3.175  -3.825  -3.916
   0.7903028245   0.7307409736   3.21209  3.63124   -1.118  -1.758  -2.479  -2.869  -3.194  -3.846  -3.938
   0.7903041799   0.7296153273   3.22094  3.63073   -1.128  -1.771  -2.495  -2.887  -3.212  -3.867  -3.959
   0.7903055352   0.7284441920   3.22987  3.63021   -1.138  -1.784  -2.511  -2.905  -3.231  -3.888  -3.980
   0.7903068906   0.7272341794   3.23891  3.62969   -1.147  -1.798  -2.527  -2.923  -3.251  -3.910  -4.002
   0.7903082459   0.7259771661   3.24809  3.62916   -1.158  -1.811  -2.544  -2.942  -3.270  -3.931  -4.024
   0.7903096013   0.7246690948   3.25744  3.62860   -1.167  -1.825  -2.560  -2.960  -3.290  -3.953  -4.046
   0.7903109566   0.7233130451   3.26685  3.62804   -1.177  -1.838  -2.577  -2.979  -3.310  -3.975  -4.069
   0.7903123120   0.7218985278   3.27637  3.62747   -1.187  -1.852  -2.594  -2.998  -3.330  -3.998  -4.092
   0.7903136673   0.7204341307   3.28597  3.62690   -1.197  -1.865  -2.611  -3.017  -3.350  -4.020  -4.115
   0.7903150226   0.7189069840   3.29564  3.62632   -1.206  -1.879  -2.627  -3.036  -3.370  -4.043  -4.138
   0.7903163780   0.7173115716   3.30535  3.62574   -1.216  -1.892  -2.644  -3.055  -3.390  -4.066  -4.161
   0.7903177333   0.7156533319   3.31496  3.62517   -1.226  -1.906  -2.661  -3.074  -3.410  -4.089  -4.184
   0.7903190887   0.7139287939   3.32432  3.62464   -1.235  -1.919  -2.677  -3.092  -3.430  -4.111  -4.206
   0.7903204440   0.7121316328   3.33187  3.62424   -1.243  -1.930  -2.691  -3.107  -3.446  -4.128  -4.224
   0.7903211296   0.7121255659   3.16943  3.64609   -1.272  -1.844  -2.508  -2.863  -3.167  -3.775  -3.859
   0.7903218152   0.7121194988   3.00699  3.66794   -1.243  -1.705  -2.275  -2.579  -2.851  -3.394  -3.468
   0.7903225008   0.7121134318   2.84454  3.68978   -1.153  -1.518  -2.000  -2.261  -2.503  -2.990  -3.055
   0.7903231863   0.7121073647   2.68210  3.71163   -0.996  -1.283  -1.689  -1.915  -2.131  -2.568  -2.625
   0.7903238719   0.7121012976   2.51966  3.73348   -0.779  -1.008  -1.354  -1.550  -1.743  -2.135  -2.186
   0.7903245575   0.7120952305   2.35722  3.75532   -0.521  -0.706  -1.003  -1.173  -1.345  -1.696  -1.741
   0.7903252431   0.7120891633   2.19477  3.77717   -0.233  -0.386  -0.640  -0.788  -0.940  -1.251  -1.290
   0.7903259287   0.7120830961   2.03233  3.79901    0.074  -0.052  -0.269  -0.396  -0.529  -0.802  -0.836
   0.7903266142   0.7120770290   1.86989  3.82086    0.396   0.291   0.108   0.001  -0.113  -0.347  -0.376
   0.7903272998   0.7120709617   1.70744  3.84270    0.731   0.645   0.492   0.404   0.309   0.114   0.089
   0.7903307541   0.7120617498   1.70773  3.84243    0.732   0.645   0.492   0.404   0.308   0.113   0.088
   0.7903342084   0.7120525373   1.70802  3.84216    0.732   0.645   0.491   0.403   0.307   0.112   0.086
   0.7903376626   0.7120433241   1.70831  3.84189    0.732   0.645   0.491   0.402   0.306   0.110   0.085
   0.7903411169   0.7120340946   1.70856  3.84168    0.732   0.645   0.491   0.402   0.305   0.109   0.084
