# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Thu Mar 12 11:40:30 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: HST/ACS WFC
# Attention: photometry includes extinction of Av=0.31, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F502Nmag  F550Mmag  F555Wmag  F606Wmag  F625Wmag  F658Nmag  F660Nmag  F775Wmag  F814Wmag  F850LPmag
0.00027635 -1.75000 10.11400 0.7859522104 2.4137105942    0.721  1.697  3.8666  3.017    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.526 1.083 0.979 0.904 0.759 0.815 0.713 0.623 0.518 0.551 0.422 0.386 0.292
0.00027635 -1.75000 10.11400 0.7860071063 2.4137306213    0.721  1.698  3.8669  3.018    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.526 1.081 0.977 0.903 0.759 0.814 0.712 0.623 0.519 0.551 0.422 0.387 0.293
0.00027635 -1.75000 10.11400 0.7860614061 2.4137504101    0.721  1.698  3.8667  3.017    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.524 1.081 0.976 0.902 0.758 0.813 0.711 0.621 0.517 0.550 0.420 0.385 0.291
0.00027635 -1.75000 10.11400 0.7861139774 2.4137694836    0.721  1.699  3.8658  3.012    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.522 1.082 0.976 0.901 0.756 0.811 0.708 0.618 0.512 0.545 0.415 0.379 0.285
0.00027635 -1.75000 10.11400 0.7861368656 2.4137778282    0.721  1.699  3.8654  3.010    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.521 1.082 0.976 0.901 0.755 0.811 0.707 0.617 0.510 0.544 0.413 0.377 0.283
0.00027635 -1.75000 10.11400 0.7861660123 2.4137883186    0.721  1.700  3.8644  3.005    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.519 1.083 0.977 0.900 0.753 0.809 0.705 0.613 0.506 0.539 0.408 0.372 0.277
0.00027635 -1.75000 10.11400 0.7862176895 2.4138071537    0.721  1.702  3.8622  2.995    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.515 1.086 0.977 0.900 0.750 0.807 0.700 0.607 0.497 0.531 0.398 0.361 0.266
0.00027635 -1.75000 10.11400 0.7862703204 2.4138264656    0.721  1.704  3.8594  2.982    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.511 1.091 0.979 0.900 0.746 0.804 0.695 0.599 0.485 0.520 0.384 0.347 0.251
0.00027635 -1.75000 10.11400 0.7863249183 2.4138462543    0.722  1.706  3.8557  2.965    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.057e-04 0.504 1.097 0.982 0.901 0.742 0.802 0.688 0.590 0.471 0.508 0.368 0.331 0.232
0.00027635 -1.75000 10.11400 0.7863813043 2.4138667583    0.722  1.709  3.8512  2.944    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 0.497 1.105 0.986 0.902 0.737 0.799 0.681 0.579 0.453 0.492 0.348 0.310 0.209
0.00027635 -1.75000 10.11400 0.7863990664 2.4138731956    0.722  1.710  3.8496  2.936    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.494 1.108 0.988 0.903 0.735 0.798 0.678 0.575 0.447 0.487 0.341 0.302 0.201
0.00027635 -1.75000 10.11400 0.7864111662 2.4138777256    0.722  1.711  3.8484  2.931    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 0.492 1.111 0.989 0.903 0.734 0.798 0.676 0.572 0.443 0.483 0.336 0.297 0.195
0.00027635 -1.75000 10.11400 0.7864584923 2.4138948917    0.722  1.715  3.8433  2.907    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.484 1.121 0.994 0.905 0.729 0.795 0.668 0.560 0.424 0.466 0.314 0.274 0.170
0.00027635 -1.75000 10.11400 0.7865058184 2.4139120579    0.722  1.718  3.8376  2.880    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.474 1.133 1.000 0.908 0.724 0.793 0.659 0.546 0.403 0.447 0.290 0.249 0.142
0.00027635 -1.75000 10.11400 0.7865102887 2.4139137268    0.722  1.719  3.8370  2.878    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.473 1.134 1.001 0.908 0.724 0.793 0.659 0.545 0.401 0.445 0.288 0.246 0.139
0.00027635 -1.75000 10.11400 0.7865184546 2.4139165878    0.722  1.719  3.8360  2.873    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.471 1.136 1.002 0.909 0.723 0.792 0.657 0.543 0.397 0.442 0.283 0.242 0.134
0.00027635 -1.75000 10.11400 0.7865669131 2.4139342308    0.722  1.724  3.8298  2.844    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.461 1.149 1.008 0.912 0.717 0.789 0.647 0.528 0.375 0.422 0.257 0.214 0.103
0.00027635 -1.75000 10.11400 0.7866141796 2.4139513969    0.722  1.728  3.8236  2.815    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.449 1.162 1.015 0.915 0.712 0.787 0.638 0.514 0.353 0.403 0.232 0.188 0.073
0.00027635 -1.75000 10.11400 0.7866647243 2.4139697552    0.722  1.733  3.8167  2.782    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.436 1.177 1.023 0.919 0.706 0.784 0.628 0.499 0.329 0.381 0.203 0.158 0.039
0.00027635 -1.75000 10.11400 0.7867127657 2.4139873981    0.722  1.739  3.8099  2.749    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 0.423 1.194 1.031 0.923 0.700 0.782 0.618 0.483 0.305 0.360 0.175 0.128 0.005
0.00027635 -1.75000 10.11400 0.7867588401 2.4140040874    0.722  1.744  3.8038  2.720    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.410 1.210 1.039 0.927 0.695 0.780 0.609 0.469 0.284 0.341 0.150 0.101 -0.025
0.00027635 -1.75000 10.11400 0.7868064046 2.4140212536    0.722  1.750  3.7971  2.687    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.395 1.227 1.048 0.931 0.690 0.778 0.599 0.454 0.260 0.320 0.122 0.072 -0.059
0.00027635 -1.75000 10.11400 0.7868530750 2.4140381813    0.722  1.756  3.7909  2.656    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.380 1.243 1.056 0.935 0.684 0.775 0.588 0.438 0.238 0.300 0.096 0.044 -0.091
0.00027635 -1.75000 10.11400 0.7869002223 2.4140553474    0.722  1.762  3.7852  2.628    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.365 1.256 1.062 0.937 0.677 0.771 0.578 0.424 0.217 0.281 0.071 0.017 -0.121
0.00027635 -1.75000 10.11400 0.7869474888 2.4140725136    0.722  1.768  3.7799  2.600    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.349 1.267 1.065 0.937 0.669 0.766 0.567 0.408 0.196 0.261 0.045 -0.010 -0.152
0.00027635 -1.75000 10.11400 0.7869949937 2.4140899181    0.722  1.777  3.7744  2.569    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.328 1.275 1.065 0.933 0.657 0.756 0.551 0.388 0.172 0.238 0.016 -0.041 -0.187
0.00027635 -1.75000 10.11400 0.7870044708 2.4140932560    0.722  1.777  3.7737  2.566    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.326 1.277 1.066 0.933 0.656 0.756 0.550 0.387 0.170 0.236 0.013 -0.044 -0.191
0.00027635 -1.75000 10.11400 0.7870532870 2.4141108990    0.722  1.788  3.7680  2.532    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 0.299 1.280 1.061 0.924 0.639 0.741 0.528 0.361 0.140 0.207 -0.023 -0.082 -0.232
0.00027635 -1.75000 10.11400 0.7871012688 2.4141285419    0.722  1.804  3.7620  2.493    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 0.261 1.274 1.046 0.904 0.610 0.716 0.496 0.324 0.098 0.166 -0.071 -0.131 -0.286
0.00027635 -1.75000 10.11400 0.7871416807 2.4141430855    0.722  1.833  3.7538  2.431    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.188 1.247 1.006 0.858 0.551 0.661 0.432 0.254 0.021 0.091 -0.156 -0.219 -0.380
0.00027635 -1.75000 10.11400 0.7871636152 2.4141509533    0.722  1.869  3.7455  2.362    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.098 1.204 0.949 0.795 0.475 0.589 0.350 0.167 -0.073 -0.002 -0.258 -0.323 -0.491
0.00027635 -1.75000 10.11400 0.7871734500 2.4141545296    0.722  1.907  3.7378  2.293    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.001 1.152 0.884 0.724 0.392 0.510 0.262 0.073 -0.172 -0.099 -0.365 -0.432 -0.606
0.00027635 -1.75000 10.11400 0.7871779203 2.4141561985    0.722  1.947  3.7311  2.226    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 -0.098 1.093 0.813 0.647 0.305 0.426 0.170 -0.024 -0.274 -0.200 -0.473 -0.543 -0.722
0.00027635 -1.75000 10.11400 0.7871800065 2.4141569138    0.722  1.986  3.7259  2.167    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.194 1.031 0.740 0.569 0.219 0.343 0.081 -0.117 -0.371 -0.296 -0.575 -0.647 -0.830
0.00027635 -1.75000 10.11400 0.7871808410 2.4141573906    0.722  2.010  3.7230  2.131    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.255 0.990 0.693 0.519 0.164 0.290 0.024 -0.176 -0.431 -0.356 -0.639 -0.712 -0.897
0.00027635 -1.75000 10.11400 0.7871817946 2.4141576290    0.722  2.050  3.7190  2.074    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.356 0.915 0.610 0.433 0.071 0.199 -0.072 -0.275 -0.533 -0.457 -0.745 -0.819 -1.007
0.00027635 -1.75000 10.11400 0.7871827483 2.4141581059    0.722  2.089  3.7157  2.023    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.452 0.844 0.531 0.351 -0.018 0.112 -0.163 -0.368 -0.628 -0.552 -0.844 -0.919 -1.111
0.00027635 -1.75000 10.11400 0.7871835828 2.4141583443    0.722  2.121  3.7131  1.980    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.532 0.782 0.463 0.281 -0.092 0.039 -0.239 -0.446 -0.709 -0.632 -0.928 -1.003 -1.197
0.00027635 -1.75000 10.11400 0.7871844172 2.4141585827    0.722  2.150  3.7109  1.943    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.604 0.727 0.403 0.218 -0.159 -0.026 -0.308 -0.517 -0.780 -0.703 -1.002 -1.078 -1.274
0.00027635 -1.75000 10.11400 0.7871857285 2.4141590595    0.722  2.179  3.7089  1.906    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.677 0.671 0.342 0.154 -0.227 -0.092 -0.377 -0.587 -0.852 -0.775 -1.076 -1.153 -1.351
0.00027635 -1.75000 10.11400 0.7871881723 2.4141600132    0.722  2.160  3.7104  1.931    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.630 0.705 0.380 0.194 -0.184 -0.051 -0.333 -0.542 -0.806 -0.729 -1.028 -1.105 -1.301
0.00027635 -1.75000 10.11400 0.7871922255 2.4141614437    0.722  2.135  3.7122  1.963    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.567 0.754 0.433 0.250 -0.125 0.007 -0.273 -0.480 -0.743 -0.666 -0.963 -1.039 -1.234
0.00027635 -1.75000 10.11400 0.7872167230 2.4141702652    0.722  2.153  3.7105  1.938    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.611 0.724 0.398 0.213 -0.165 -0.032 -0.314 -0.523 -0.787 -0.710 -1.009 -1.086 -1.282
0.00027635 -1.75000 10.11400 0.7872316241 2.4141757488    0.722  2.182  3.7081  1.899    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.685 0.669 0.337 0.150 -0.233 -0.098 -0.384 -0.595 -0.860 -0.783 -1.085 -1.163 -1.361
0.00027635 -1.75000 10.11400 0.7872496843 2.4141821861    0.722  2.222  3.7051  1.847    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.785 0.594 0.255 0.064 -0.325 -0.189 -0.478 -0.692 -0.959 -0.882 -1.188 -1.267 -1.467
0.00027635 -1.75000 10.11400 0.7872681022 2.4141891003    0.723  2.265  3.7021  1.793    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.891 0.514 0.166 -0.028 -0.423 -0.285 -0.579 -0.794 -1.064 -0.986 -1.297 -1.376 -1.580
0.00027635 -1.75000 10.11400 0.7872846127 2.4141950607    0.723  2.307  3.6992  1.739    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 -0.997 0.434 0.078 -0.119 -0.520 -0.380 -0.678 -0.896 -1.168 -1.089 -1.404 -1.485 -1.691
0.00027635 -1.75000 10.11400 0.7872992754 2.4142003059    0.723  2.348  3.6964  1.686    7  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.216e-05 1.507e-05 1.319e-04 -1.000 3.037e-04 -1.101 0.356 -0.008 -0.209 -0.616 -0.473 -0.776 -0.996 -1.269 -1.191 -1.510 -1.591 -1.800
0.00027635 -1.75000 10.11400 0.7873122692 2.4142050743    0.723  2.390  3.6936  1.633    7  0.000  0.528     0.00     0.00 -1    -1e-30      0.00 7.499e-01 2.498e-01 5.215e-05 1.507e-05 1.319e-04 -1.000 3.031e-04 -1.205 0.277 -0.094 -0.298 -0.712 -0.567 -0.873 -1.096 -1.371 -1.293 -1.615 -1.698 -1.909
0.00027635 -1.75000 10.11400 0.7873236537 2.4142091274    0.723  2.431  3.6909  1.581    7  0.000  0.527     0.00     0.00 -1    -1e-30      0.00 7.499e-01 2.498e-01 5.208e-05 1.509e-05 1.319e-04 -1.000 3.031e-04 -1.309 0.200 -0.180 -0.387 -0.806 -0.660 -0.971 -1.196 -1.473 -1.394 -1.720 -1.804 -2.017
0.00027635 -1.75000 10.11400 0.7873337269 2.4142127037    0.723  2.473  3.6882  1.529    7  0.000  0.524     0.00     0.00 -1    -1e-30      0.00 7.499e-01 2.498e-01 5.181e-05 1.524e-05 1.319e-04 -1.000 3.032e-04 -1.412 0.124 -0.264 -0.474 -0.900 -0.752 -1.066 -1.294 -1.572 -1.493 -1.824 -1.909 -2.125
0.00027635 -1.75000 10.11400 0.7873429060 2.4142160416    0.723  2.514  3.6855  1.477    7  0.000  0.515     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.114e-05 1.585e-05 1.319e-04 -1.000 3.058e-04 -1.515 0.049 -0.348 -0.561 -0.994 -0.843 -1.163 -1.392 -1.673 -1.593 -1.928 -2.014 -2.232
0.00027635 -1.75000 10.11400 0.7873512506 2.4142191410    0.723  2.556  3.6827  1.424    7  0.000  0.502     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.005e-05 1.703e-05 1.319e-04 -1.000 3.058e-04 -1.619 -0.016 -0.428 -0.647 -1.089 -0.936 -1.260 -1.494 -1.776 -1.696 -2.035 -2.121 -2.343
0.00027635 -1.75000 10.11400 0.7873590589 2.4142220020    0.723  2.597  3.6800  1.372    7  0.000  0.489     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 4.874e-05 1.857e-05 1.319e-04 -1.000 3.058e-04 -1.722 -0.077 -0.506 -0.732 -1.184 -1.027 -1.358 -1.595 -1.880 -1.799 -2.142 -2.230 -2.453
0.00027635 -1.75000 10.11400 0.7873663306 2.4142246246    0.723  2.639  3.6772  1.319    7  0.000  0.476     0.00     0.00 -1    -1e-30      0.00 7.497e-01 2.500e-01 4.747e-05 2.013e-05 1.319e-04 -1.000 2.466e-04 -1.826 -0.133 -0.580 -0.812 -1.277 -1.116 -1.454 -1.695 -1.982 -1.901 -2.248 -2.338 -2.564
0.00027635 -1.75000 10.11400 0.7873733044 2.4142272472    0.723  2.680  3.6744  1.266    7  0.000  0.465     0.00     0.00 -1    -1e-30      0.00 7.496e-01 2.501e-01 4.633e-05 2.153e-05 1.319e-04 -1.000 3.058e-04 -1.931 -0.186 -0.652 -0.892 -1.369 -1.204 -1.550 -1.795 -2.085 -2.003 -2.356 -2.446 -2.675
0.00027635 -1.75000 10.11400 0.7873799205 2.4142296314    0.723  2.722  3.6716  1.214    7  0.000  0.455     0.00     0.00 -1    -1e-30      0.00 7.495e-01 2.502e-01 4.534e-05 2.274e-05 1.319e-04 -1.000 3.058e-04 -2.034 -0.234 -0.721 -0.968 -1.460 -1.290 -1.645 -1.894 -2.187 -2.105 -2.462 -2.553 -2.785
0.00027635 -1.75000 10.11400 0.7873862982 2.4142317772    0.723  2.763  3.6687  1.161    7  0.000  0.447     0.00     0.00 -1    -1e-30      0.00 7.493e-01 2.504e-01 4.451e-05 2.376e-05 1.319e-04 -1.000 3.059e-04 -2.138 -0.277 -0.787 -1.042 -1.550 -1.374 -1.738 -1.993 -2.289 -2.206 -2.569 -2.661 -2.896
0.00027635 -1.75000 10.11400 0.7873920202 2.4142339230    0.723  2.805  3.6659  1.107    7  0.000  0.439     0.00     0.00 -1    -1e-30      0.00 7.492e-01 2.505e-01 4.377e-05 2.467e-05 1.319e-04 -1.000 3.057e-04 -2.243 -0.317 -0.850 -1.113 -1.638 -1.457 -1.831 -2.091 -2.390 -2.307 -2.675 -2.769 -3.007
0.00027635 -1.75000 10.11400 0.7873968482 2.4142355919    0.723  2.846  3.6630  1.055    7  0.000  0.433     0.00     0.00 -1    -1e-30      0.00 7.490e-01 2.507e-01 4.316e-05 2.541e-05 1.318e-04 -1.000 3.059e-04 -2.345 -0.348 -0.908 -1.179 -1.723 -1.536 -1.921 -2.186 -2.489 -2.405 -2.779 -2.875 -3.116
0.00027635 -1.75000 10.11400 0.7874008417 2.4142372608    0.723  2.887  3.6601  1.002    7  0.000  0.428     0.00     0.00 -1    -1e-30      0.00 7.489e-01 2.508e-01 4.264e-05 2.607e-05 1.317e-04 -1.000 3.059e-04 -2.447 -0.373 -0.962 -1.242 -1.806 -1.612 -2.009 -2.281 -2.587 -2.503 -2.884 -2.980 -3.225
0.00027635 -1.75000 10.11400 0.7874042988 2.4142384529    0.723  2.928  3.6571  0.950    7  0.000  0.424     0.00     0.00 -1    -1e-30      0.00 7.487e-01 2.511e-01 4.217e-05 2.666e-05 1.316e-04 -1.000 2.468e-04 -2.549 -0.392 -1.010 -1.297 -1.883 -1.683 -2.093 -2.371 -2.681 -2.597 -2.985 -3.083 -3.331
0.00027635 -1.75000 10.11400 0.7874075770 2.4142396450    0.723  2.970  3.6540  0.895    7  0.000  0.421     0.00     0.00 -1    -1e-30      0.00 7.485e-01 2.512e-01 4.178e-05 2.720e-05 1.315e-04 -1.000 3.059e-04 -2.654 -0.426 -1.066 -1.358 -1.962 -1.757 -2.178 -2.461 -2.775 -2.691 -3.086 -3.186 -3.439
0.00027635 -1.75000 10.11400 0.7874107957 2.4142408371    0.723  3.014  3.6507  0.838    7  0.000  0.418     0.00     0.00 -1    -1e-30      0.00 7.484e-01 2.513e-01 4.146e-05 2.765e-05 1.313e-04 -1.000 3.058e-04 -2.766 -0.461 -1.125 -1.423 -2.045 -1.835 -2.268 -2.557 -2.874 -2.790 -3.194 -3.296 -3.553
0.00027635 -1.75000 10.11400 0.7874137759 2.4142417908    0.723  3.058  3.6475  0.780    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.482e-01 2.515e-01 4.120e-05 2.806e-05 1.311e-04 -1.000 3.058e-04 -2.876 -0.494 -1.181 -1.483 -2.125 -1.909 -2.355 -2.649 -2.971 -2.886 -3.299 -3.403 -3.664
0.00027635 -1.75000 10.11400 0.7874147892 2.4142422676    0.723  3.068  3.6467  0.768    7  0.000  0.416     0.00     0.00 -1    -1e-30      0.00 7.482e-01 2.515e-01 4.108e-05 2.824e-05 1.310e-04 -1.000 3.058e-04 -2.899 -0.499 -1.191 -1.494 -2.141 -1.924 -2.373 -2.668 -2.990 -2.906 -3.320 -3.425 -3.687
0.00027635 -1.75000 10.11400 0.7874149680 2.4142422676    0.723  3.097  3.6445  0.730    7  0.000  0.415     0.00     0.00 -1    -1e-30      0.00 7.481e-01 2.516e-01 4.099e-05 2.845e-05 1.309e-04 -1.000 3.059e-04 -2.973 -0.520 -1.228 -1.534 -2.194 -1.973 -2.431 -2.730 -3.054 -2.970 -3.390 -3.496 -3.761
0.00027635 -1.75000 10.11400 0.7874152660 2.4142422676    0.723  3.131  3.6419  0.685    7  0.000  0.414     0.00     0.00 -1    -1e-30      0.00 7.478e-01 2.519e-01 4.078e-05 2.896e-05 1.306e-04 -1.000 3.059e-04 -3.058 -0.542 -1.269 -1.579 -2.254 -2.030 -2.497 -2.800 -3.128 -3.044 -3.471 -3.578 -3.847
0.00027635 -1.75000 10.11400 0.7874156833 2.4142425060    0.723  3.167  3.6392  0.639    7  0.000  0.413     0.00     0.00 -1    -1e-30      0.00 7.476e-01 2.521e-01 4.054e-05 2.957e-05 1.302e-04 -1.000 3.059e-04 -3.147 -0.561 -1.309 -1.622 -2.315 -2.086 -2.565 -2.873 -3.204 -3.119 -3.554 -3.663 -3.936
0.00027635 -1.75000 10.11400 0.7874159217 2.4142425060    0.723  3.414  3.6091  0.271    8  0.549  0.390    95.46    44.74  1 -1.41e-06      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.690e-04 -3.766 -0.378 -1.331 -1.661 -2.554 -2.279 -2.892 -3.250 -3.618 -3.533 -4.065 -4.197 -4.520
0.00027635 -1.75000 10.11400 0.7874159813 2.4142427444    0.723  3.277  3.6172  0.441    8  0.549  0.390    66.12    32.57  1 -7.54e-07      0.00 7.290e-01 2.706e-01 6.375e-05 5.931e-05 2.177e-04 -1.000 3.689e-04 -3.421 -0.323 -1.202 -1.527 -2.347 -2.088 -2.649 -2.990 -3.345 -3.260 -3.754 -3.879 -4.185
