#Teff log_g M_div_h F606W F814W 
4052.6316 3.9473684 -2.5 -0.394 0.661
4052.6316 3.9473684 -2.0714286 -0.413 0.647
4052.6316 3.9473684 -1.6428571 -0.435 0.631
4052.6316 3.9473684 -1.2142857 -0.47 0.615
4052.6316 3.9473684 -0.78571429 -0.531 0.601
4052.6316 3.9473684 -0.35714286 -0.628 0.6
4052.6316 3.9473684 0.071428571 -0.756 0.609
5631.5789 0.26315789 -1.2142857 0.106 0.661
4052.6316 3.9473684 0.5 -0.926 0.615
4315.7895 3.9473684 -2.5 -0.272 0.668
4315.7895 3.9473684 -2.0714286 -0.287 0.647
4315.7895 3.9473684 -1.6428571 -0.302 0.629
4315.7895 3.9473684 -1.2142857 -0.314 0.622
4315.7895 3.9473684 -0.78571429 -0.323 0.627
4315.7895 3.9473684 -0.35714286 -0.337 0.642
4315.7895 3.9473684 0.071428571 -0.373 0.662
4315.7895 3.9473684 0.5 -0.444 0.686
4578.9474 3.9473684 -2.5 -0.172 0.669
5631.5789 0.26315789 -0.78571429 0.13 0.677
4578.9474 3.9473684 -2.0714286 -0.178 0.652
4578.9474 3.9473684 -1.6428571 -0.183 0.643
4578.9474 3.9473684 -1.2142857 -0.184 0.644
4578.9474 3.9473684 -0.78571429 -0.18 0.654
4578.9474 3.9473684 -0.35714286 -0.175 0.671
4578.9474 3.9473684 0.071428571 -0.173 0.691
4578.9474 3.9473684 0.5 -0.188 0.717
4842.1053 3.9473684 -2.5 -0.099 0.66
4842.1053 3.9473684 -2.0714286 -0.098 0.653
4842.1053 3.9473684 -1.6428571 -0.096 0.649
5631.5789 0.26315789 -0.35714286 0.151 0.698
4842.1053 3.9473684 -1.2142857 -0.091 0.653
4842.1053 3.9473684 -0.78571429 -0.081 0.665
4842.1053 3.9473684 -0.35714286 -0.068 0.683
4842.1053 3.9473684 0.071428571 -0.054 0.706
4842.1053 3.9473684 0.5 -0.046 0.734
5105.2632 3.9473684 -2.5 -0.055 0.634
5105.2632 3.9473684 -2.0714286 -0.048 0.636
5105.2632 3.9473684 -1.6428571 -0.039 0.639
5105.2632 3.9473684 -1.2142857 -0.028 0.646
5105.2632 3.9473684 -0.78571429 -0.012 0.66
5631.5789 0.26315789 0.071428571 0.174 0.723
5105.2632 3.9473684 -0.35714286 0.007 0.68
5105.2632 3.9473684 0.071428571 0.027 0.706
5105.2632 3.9473684 0.5 0.045 0.738
5368.4211 3.9473684 -2.5 -0.033 0.595
5368.4211 3.9473684 -2.0714286 -0.021 0.603
5368.4211 3.9473684 -1.6428571 -0.007 0.613
5368.4211 3.9473684 -1.2142857 0.011 0.625
5368.4211 3.9473684 -0.78571429 0.032 0.643
5368.4211 3.9473684 -0.35714286 0.057 0.665
5368.4211 3.9473684 0.071428571 0.083 0.694
5631.5789 0.26315789 0.5 0.197 0.752
5368.4211 3.9473684 0.5 0.108 0.73
5631.5789 3.9473684 -2.5 -0.022 0.551
5631.5789 3.9473684 -2.0714286 -0.009 0.561
5631.5789 3.9473684 -1.6428571 0.009 0.575
5631.5789 3.9473684 -1.2142857 0.032 0.593
5631.5789 3.9473684 -0.78571429 0.06 0.615
5631.5789 3.9473684 -0.35714286 0.089 0.641
5631.5789 3.9473684 0.071428571 0.12 0.671
5631.5789 3.9473684 0.5 0.151 0.71
5894.7368 3.9473684 -2.5 -0.014 0.508
5894.7368 0.26315789 -2.5 0.09 0.582
5894.7368 3.9473684 -2.0714286 -0.002 0.518
5894.7368 3.9473684 -1.6428571 0.016 0.533
5894.7368 3.9473684 -1.2142857 0.042 0.553
5894.7368 3.9473684 -0.78571429 0.074 0.579
5894.7368 3.9473684 -0.35714286 0.109 0.608
5894.7368 3.9473684 0.071428571 0.144 0.64
5894.7368 3.9473684 0.5 0.178 0.68
6157.8947 3.9473684 -2.5 -0.008 0.466
6157.8947 3.9473684 -2.0714286 0.004 0.475
6157.8947 3.9473684 -1.6428571 0.021 0.49
5894.7368 0.26315789 -2.0714286 0.099 0.588
6157.8947 3.9473684 -1.2142857 0.046 0.51
6157.8947 3.9473684 -0.78571429 0.08 0.537
6157.8947 3.9473684 -0.35714286 0.119 0.569
3789.4737 0 -2.5 -0.997 0.462
6157.8947 3.9473684 0.071428571 0.158 0.603
6157.8947 3.9473684 0.5 0.196 0.644
6421.0526 3.9473684 -2.5 -0.002 0.425
6421.0526 3.9473684 -2.0714286 0.009 0.434
6421.0526 3.9473684 -1.6428571 0.025 0.447
6421.0526 3.9473684 -1.2142857 0.049 0.466
6421.0526 3.9473684 -0.78571429 0.081 0.492
5894.7368 0.26315789 -1.6428571 0.117 0.597
6421.0526 3.9473684 -0.35714286 0.122 0.525
6421.0526 3.9473684 0.071428571 0.165 0.562
6421.0526 3.9473684 0.5 0.207 0.602
6684.2105 3.9473684 -2.5 0.004 0.384
6684.2105 3.9473684 -2.0714286 0.014 0.392
6684.2105 3.9473684 -1.6428571 0.029 0.404
6684.2105 3.9473684 -1.2142857 0.051 0.422
6684.2105 3.9473684 -0.78571429 0.082 0.446
6684.2105 3.9473684 -0.35714286 0.121 0.478
6684.2105 3.9473684 0.071428571 0.166 0.516
5894.7368 0.26315789 -1.2142857 0.135 0.612
6684.2105 3.9473684 0.5 0.211 0.557
6947.3684 3.9473684 -2.5 0.01 0.343
6947.3684 3.9473684 -2.0714286 0.019 0.351
6947.3684 3.9473684 -1.6428571 0.033 0.361
6947.3684 3.9473684 -1.2142857 0.053 0.377
6947.3684 3.9473684 -0.78571429 0.081 0.399
6947.3684 3.9473684 -0.35714286 0.118 0.429
6947.3684 3.9473684 0.071428571 0.163 0.466
6947.3684 3.9473684 0.5 0.21 0.508
7210.5263 3.9473684 -2.5 0.015 0.302
5894.7368 0.26315789 -0.78571429 0.154 0.636
7210.5263 3.9473684 -2.0714286 0.023 0.308
7210.5263 3.9473684 -1.6428571 0.036 0.318
7210.5263 3.9473684 -1.2142857 0.053 0.331
7210.5263 3.9473684 -0.78571429 0.078 0.351
7210.5263 3.9473684 -0.35714286 0.113 0.378
7210.5263 3.9473684 0.071428571 0.156 0.413
7210.5263 3.9473684 0.5 0.203 0.455
7473.6842 3.9473684 -2.5 0.018 0.259
7473.6842 3.9473684 -2.0714286 0.026 0.264
7473.6842 3.9473684 -1.6428571 0.037 0.273
5894.7368 0.26315789 -0.35714286 0.177 0.654
7473.6842 3.9473684 -1.2142857 0.052 0.284
7473.6842 3.9473684 -0.78571429 0.075 0.302
7473.6842 3.9473684 -0.35714286 0.105 0.325
7473.6842 3.9473684 0.071428571 0.145 0.358
7473.6842 3.9473684 0.5 0.191 0.397
7736.8421 3.9473684 -2.5 0.018 0.213
7736.8421 3.9473684 -2.0714286 0.025 0.218
7736.8421 3.9473684 -1.6428571 0.034 0.225
7736.8421 3.9473684 -1.2142857 0.048 0.235
7736.8421 3.9473684 -0.78571429 0.067 0.25
5894.7368 0.26315789 0.071428571 0.208 0.678
7736.8421 3.9473684 -0.35714286 0.093 0.27
7736.8421 3.9473684 0.071428571 0.13 0.299
7736.8421 3.9473684 0.5 0.173 0.335
8000 3.9473684 -2.5 0.01 0.162
8000 3.9473684 -2.0714286 0.016 0.166
8000 3.9473684 -1.6428571 0.024 0.172
8000 3.9473684 -1.2142857 0.037 0.181
8000 3.9473684 -0.78571429 0.054 0.194
8000 3.9473684 -0.35714286 0.078 0.212
8000 3.9473684 0.071428571 0.109 0.237
5894.7368 0.26315789 0.5 0.231 0.714
8000 3.9473684 0.5 0.148 0.269
3000 4.2105263 -2.5 -1.197 0.672
3000 4.2105263 -2.0714286 -1.43 0.585
3000 4.2105263 -1.6428571 -1.723 0.517
3000 4.2105263 -1.2142857 -2.065 0.458
3000 4.2105263 -0.78571429 -2.399 0.39
3000 4.2105263 -0.35714286 -2.663 0.296
3000 4.2105263 0.071428571 -2.902 0.167
3000 4.2105263 0.5 -3.158 -0.004
3263.1579 4.2105263 -2.5 -0.914 0.659
6157.8947 0.26315789 -2.5 0.115 0.536
3263.1579 4.2105263 -2.0714286 -1.02 0.615
3263.1579 4.2105263 -1.6428571 -1.142 0.592
3263.1579 4.2105263 -1.2142857 -1.343 0.576
3263.1579 4.2105263 -0.78571429 -1.665 0.539
3263.1579 4.2105263 -0.35714286 -2.089 0.447
3263.1579 4.2105263 0.071428571 -2.533 0.272
3263.1579 4.2105263 0.5 -2.874 0.045
3526.3158 4.2105263 -2.5 -0.682 0.662
3526.3158 4.2105263 -2.0714286 -0.735 0.64
3526.3158 4.2105263 -1.6428571 -0.791 0.633
6157.8947 0.26315789 -2.0714286 0.123 0.549
3526.3158 4.2105263 -1.2142857 -0.905 0.629
3526.3158 4.2105263 -0.78571429 -1.147 0.606
3526.3158 4.2105263 -0.35714286 -1.58 0.527
3526.3158 4.2105263 0.071428571 -2.119 0.357
3526.3158 4.2105263 0.5 -2.533 0.139
3789.4737 4.2105263 -2.5 -0.515 0.668
3789.4737 4.2105263 -2.0714286 -0.543 0.656
3789.4737 4.2105263 -1.6428571 -0.57 0.651
3789.4737 4.2105263 -1.2142857 -0.627 0.645
3789.4737 4.2105263 -0.78571429 -0.765 0.626
6157.8947 0.26315789 -1.6428571 0.129 0.55
3789.4737 4.2105263 -0.35714286 -1.049 0.579
3789.4737 4.2105263 0.071428571 -1.426 0.502
3789.4737 4.2105263 0.5 -1.762 0.409
4052.6316 4.2105263 -2.5 -0.383 0.674
4052.6316 4.2105263 -2.0714286 -0.401 0.662
4052.6316 4.2105263 -1.6428571 -0.421 0.651
4052.6316 4.2105263 -1.2142857 -0.454 0.638
4052.6316 4.2105263 -0.78571429 -0.517 0.623
4052.6316 4.2105263 -0.35714286 -0.63 0.614
4052.6316 4.2105263 0.071428571 -0.784 0.613
6157.8947 0.26315789 -1.2142857 0.146 0.561
4052.6316 4.2105263 0.5 -0.964 0.614
4315.7895 4.2105263 -2.5 -0.265 0.679
3789.4737 0 -2.0714286 -0.954 0.45
4315.7895 4.2105263 -2.0714286 -0.279 0.662
4315.7895 4.2105263 -1.6428571 -0.295 0.645
4315.7895 4.2105263 -1.2142857 -0.31 0.635
4315.7895 4.2105263 -0.78571429 -0.325 0.635
4315.7895 4.2105263 -0.35714286 -0.347 0.646
4315.7895 4.2105263 0.071428571 -0.389 0.665
4315.7895 4.2105263 0.5 -0.467 0.689
4578.9474 4.2105263 -2.5 -0.167 0.678
6157.8947 0.26315789 -0.78571429 0.18 0.591
4578.9474 4.2105263 -2.0714286 -0.174 0.662
4578.9474 4.2105263 -1.6428571 -0.18 0.65
4578.9474 4.2105263 -1.2142857 -0.183 0.648
4578.9474 4.2105263 -0.78571429 -0.182 0.657
4578.9474 4.2105263 -0.35714286 -0.178 0.673
4578.9474 4.2105263 0.071428571 -0.179 0.693
4578.9474 4.2105263 0.5 -0.198 0.719
4842.1053 4.2105263 -2.5 -0.096 0.667
4842.1053 4.2105263 -2.0714286 -0.095 0.659
4842.1053 4.2105263 -1.6428571 -0.094 0.653
6157.8947 0.26315789 -0.35714286 0.207 0.614
4842.1053 4.2105263 -1.2142857 -0.09 0.655
4842.1053 4.2105263 -0.78571429 -0.081 0.666
4842.1053 4.2105263 -0.35714286 -0.069 0.684
4842.1053 4.2105263 0.071428571 -0.057 0.707
4842.1053 4.2105263 0.5 -0.05 0.734
5105.2632 4.2105263 -2.5 -0.051 0.641
5105.2632 4.2105263 -2.0714286 -0.044 0.642
5105.2632 4.2105263 -1.6428571 -0.037 0.642
5105.2632 4.2105263 -1.2142857 -0.026 0.648
5105.2632 4.2105263 -0.78571429 -0.012 0.661
6157.8947 0.26315789 0.071428571 0.224 0.631
5105.2632 4.2105263 -0.35714286 0.006 0.681
5105.2632 4.2105263 0.071428571 0.025 0.706
5105.2632 4.2105263 0.5 0.043 0.737
5368.4211 4.2105263 -2.5 -0.029 0.601
5368.4211 4.2105263 -2.0714286 -0.017 0.608
5368.4211 4.2105263 -1.6428571 -0.004 0.616
5368.4211 4.2105263 -1.2142857 0.012 0.627
5368.4211 4.2105263 -0.78571429 0.033 0.644
5368.4211 4.2105263 -0.35714286 0.056 0.666
5368.4211 4.2105263 0.071428571 0.082 0.694
6157.8947 0.26315789 0.5 0.25 0.668
5368.4211 4.2105263 0.5 0.106 0.729
5631.5789 4.2105263 -2.5 -0.019 0.555
5631.5789 4.2105263 -2.0714286 -0.007 0.565
5631.5789 4.2105263 -1.6428571 0.011 0.578
5631.5789 4.2105263 -1.2142857 0.033 0.595
5631.5789 4.2105263 -0.78571429 0.06 0.616
5631.5789 4.2105263 -0.35714286 0.088 0.641
5631.5789 4.2105263 0.071428571 0.119 0.671
5631.5789 4.2105263 0.5 0.149 0.709
5894.7368 4.2105263 -2.5 -0.015 0.509
6421.0526 0.26315789 -2.5 0.121 0.503
5894.7368 4.2105263 -2.0714286 -0.003 0.519
5894.7368 4.2105263 -1.6428571 0.016 0.534
5894.7368 4.2105263 -1.2142857 0.041 0.554
5894.7368 4.2105263 -0.78571429 0.073 0.579
5894.7368 4.2105263 -0.35714286 0.107 0.608
5894.7368 4.2105263 0.071428571 0.142 0.64
5894.7368 4.2105263 0.5 0.177 0.68
6157.8947 4.2105263 -2.5 -0.013 0.464
6157.8947 4.2105263 -2.0714286 -0.001 0.474
6157.8947 4.2105263 -1.6428571 0.017 0.488
6421.0526 0.26315789 -2.0714286 0.127 0.506
6157.8947 4.2105263 -1.2142857 0.043 0.509
6157.8947 4.2105263 -0.78571429 0.077 0.536
6157.8947 4.2105263 -0.35714286 0.116 0.568
6157.8947 4.2105263 0.071428571 0.155 0.603
6157.8947 4.2105263 0.5 0.194 0.643
6421.0526 4.2105263 -2.5 -0.01 0.421
6421.0526 4.2105263 -2.0714286 0.001 0.43
6421.0526 4.2105263 -1.6428571 0.018 0.444
6421.0526 4.2105263 -1.2142857 0.042 0.463
6421.0526 4.2105263 -0.78571429 0.076 0.49
6421.0526 0.26315789 -1.6428571 0.135 0.518
6421.0526 4.2105263 -0.35714286 0.117 0.524
6421.0526 4.2105263 0.071428571 0.161 0.561
6421.0526 4.2105263 0.5 0.204 0.602
6684.2105 4.2105263 -2.5 -0.007 0.379
6684.2105 4.2105263 -2.0714286 0.004 0.388
6684.2105 4.2105263 -1.6428571 0.019 0.4
6684.2105 4.2105263 -1.2142857 0.042 0.418
6684.2105 4.2105263 -0.78571429 0.073 0.443
6684.2105 4.2105263 -0.35714286 0.114 0.476
6684.2105 4.2105263 0.071428571 0.161 0.515
6421.0526 0.26315789 -1.2142857 0.147 0.528
6684.2105 4.2105263 0.5 0.207 0.557
6947.3684 4.2105263 -2.5 -0.004 0.337
6947.3684 4.2105263 -2.0714286 0.006 0.345
6947.3684 4.2105263 -1.6428571 0.021 0.356
6947.3684 4.2105263 -1.2142857 0.041 0.373
6947.3684 4.2105263 -0.78571429 0.07 0.396
6947.3684 4.2105263 -0.35714286 0.109 0.427
6947.3684 4.2105263 0.071428571 0.156 0.465
6947.3684 4.2105263 0.5 0.205 0.509
7210.5263 4.2105263 -2.5 0 0.296
6421.0526 0.26315789 -0.78571429 0.178 0.546
7210.5263 4.2105263 -2.0714286 0.009 0.303
7210.5263 4.2105263 -1.6428571 0.022 0.312
7210.5263 4.2105263 -1.2142857 0.04 0.327
7210.5263 4.2105263 -0.78571429 0.067 0.348
7210.5263 4.2105263 -0.35714286 0.103 0.376
7210.5263 4.2105263 0.071428571 0.148 0.413
7210.5263 4.2105263 0.5 0.198 0.456
7473.6842 4.2105263 -2.5 0.003 0.253
7473.6842 4.2105263 -2.0714286 0.01 0.259
7473.6842 4.2105263 -1.6428571 0.022 0.268
6421.0526 0.26315789 -0.35714286 0.198 0.568
7473.6842 4.2105263 -1.2142857 0.038 0.28
7473.6842 4.2105263 -0.78571429 0.062 0.299
3789.4737 0 -1.6428571 -0.912 0.446
7473.6842 4.2105263 -0.35714286 0.094 0.324
7473.6842 4.2105263 0.071428571 0.137 0.358
7473.6842 4.2105263 0.5 0.185 0.399
7736.8421 4.2105263 -2.5 0.003 0.209
7736.8421 4.2105263 -2.0714286 0.01 0.214
7736.8421 4.2105263 -1.6428571 0.019 0.221
7736.8421 4.2105263 -1.2142857 0.034 0.232
7736.8421 4.2105263 -0.78571429 0.055 0.248
6421.0526 0.26315789 0.071428571 0.233 0.598
7736.8421 4.2105263 -0.35714286 0.083 0.27
7736.8421 4.2105263 0.071428571 0.122 0.301
7736.8421 4.2105263 0.5 0.168 0.339
8000 4.2105263 -2.5 -0.001 0.161
8000 4.2105263 -2.0714286 0.005 0.165
8000 4.2105263 -1.6428571 0.014 0.171
8000 4.2105263 -1.2142857 0.026 0.18
8000 4.2105263 -0.78571429 0.044 0.194
8000 4.2105263 -0.35714286 0.069 0.213
8000 4.2105263 0.071428571 0.103 0.24
6421.0526 0.26315789 0.5 0.263 0.629
8000 4.2105263 0.5 0.144 0.274
3000 4.4736842 -2.5 -1.166 0.712
3000 4.4736842 -2.0714286 -1.419 0.614
3000 4.4736842 -1.6428571 -1.728 0.532
3000 4.4736842 -1.2142857 -2.081 0.462
3000 4.4736842 -0.78571429 -2.407 0.393
3000 4.4736842 -0.35714286 -2.633 0.309
3000 4.4736842 0.071428571 -2.8 0.207
3000 4.4736842 0.5 -2.977 0.084
3263.1579 4.4736842 -2.5 -0.902 0.686
6684.2105 0.26315789 -2.5 0.113 0.446
3263.1579 4.4736842 -2.0714286 -1.022 0.632
3263.1579 4.4736842 -1.6428571 -1.152 0.6
3263.1579 4.4736842 -1.2142857 -1.343 0.579
3263.1579 4.4736842 -0.78571429 -1.629 0.547
3263.1579 4.4736842 -0.35714286 -1.991 0.474
3263.1579 4.4736842 0.071428571 -2.365 0.338
3263.1579 4.4736842 0.5 -2.714 0.138
3526.3158 4.4736842 -2.5 -0.675 0.68
3526.3158 4.4736842 -2.0714286 -0.738 0.653
3526.3158 4.4736842 -1.6428571 -0.796 0.641
6684.2105 0.26315789 -2.0714286 0.122 0.453
3526.3158 4.4736842 -1.2142857 -0.9 0.637
3526.3158 4.4736842 -0.78571429 -1.112 0.62
3526.3158 4.4736842 -0.35714286 -1.486 0.562
3526.3158 4.4736842 0.071428571 -1.988 0.42
3526.3158 4.4736842 0.5 -2.439 0.206
3789.4737 4.4736842 -2.5 -0.504 0.682
3789.4737 4.4736842 -2.0714286 -0.537 0.667
3789.4737 4.4736842 -1.6428571 -0.566 0.662
3789.4737 4.4736842 -1.2142857 -0.618 0.659
3789.4737 4.4736842 -0.78571429 -0.735 0.647
6684.2105 0.26315789 -1.6428571 0.134 0.462
3789.4737 4.4736842 -0.35714286 -0.989 0.612
3789.4737 4.4736842 0.071428571 -1.397 0.526
3789.4737 4.4736842 0.5 -1.771 0.415
4052.6316 4.4736842 -2.5 -0.374 0.685
4052.6316 4.4736842 -2.0714286 -0.392 0.675
4052.6316 4.4736842 -1.6428571 -0.409 0.668
4052.6316 4.4736842 -1.2142857 -0.437 0.66
4052.6316 4.4736842 -0.78571429 -0.497 0.648
4052.6316 4.4736842 -0.35714286 -0.622 0.631
4052.6316 4.4736842 0.071428571 -0.805 0.62
6684.2105 0.26315789 -1.2142857 0.147 0.472
4052.6316 4.4736842 0.5 -1 0.613
4315.7895 4.4736842 -2.5 -0.258 0.689
4315.7895 4.4736842 -2.0714286 -0.271 0.676
4315.7895 4.4736842 -1.6428571 -0.286 0.663
4315.7895 4.4736842 -1.2142857 -0.303 0.652
4315.7895 4.4736842 -0.78571429 -0.324 0.647
4315.7895 4.4736842 -0.35714286 -0.355 0.652
4315.7895 4.4736842 0.071428571 -0.406 0.669
4315.7895 4.4736842 0.5 -0.492 0.692
4578.9474 4.4736842 -2.5 -0.163 0.687
6684.2105 0.26315789 -0.78571429 0.167 0.487
4578.9474 4.4736842 -2.0714286 -0.169 0.673
4578.9474 4.4736842 -1.6428571 -0.177 0.66
4578.9474 4.4736842 -1.2142857 -0.182 0.654
4578.9474 4.4736842 -0.78571429 -0.183 0.66
4578.9474 4.4736842 -0.35714286 -0.181 0.676
4578.9474 4.4736842 0.071428571 -0.186 0.696
4578.9474 4.4736842 0.5 -0.21 0.721
4842.1053 4.4736842 -2.5 -0.092 0.674
4842.1053 4.4736842 -2.0714286 -0.091 0.666
4842.1053 4.4736842 -1.6428571 -0.091 0.658
6684.2105 0.26315789 -0.35714286 0.199 0.497
4842.1053 4.4736842 -1.2142857 -0.088 0.659
4842.1053 4.4736842 -0.78571429 -0.081 0.669
4842.1053 4.4736842 -0.35714286 -0.071 0.686
4842.1053 4.4736842 0.071428571 -0.06 0.708
4842.1053 4.4736842 0.5 -0.055 0.735
5105.2632 4.4736842 -2.5 -0.047 0.648
5105.2632 4.4736842 -2.0714286 -0.04 0.648
5105.2632 4.4736842 -1.6428571 -0.034 0.647
5105.2632 4.4736842 -1.2142857 -0.025 0.651
5105.2632 4.4736842 -0.78571429 -0.011 0.663
6684.2105 0.26315789 0.071428571 0.181 0.505
5105.2632 4.4736842 -0.35714286 0.005 0.682
5105.2632 4.4736842 0.071428571 0.023 0.707
5105.2632 4.4736842 0.5 0.04 0.737
5368.4211 4.4736842 -2.5 -0.024 0.609
5368.4211 4.4736842 -2.0714286 -0.013 0.615
5368.4211 4.4736842 -1.6428571 -0.001 0.621
5368.4211 4.4736842 -1.2142857 0.015 0.63
5368.4211 4.4736842 -0.78571429 0.034 0.646
5368.4211 4.4736842 -0.35714286 0.056 0.667
5368.4211 4.4736842 0.071428571 0.081 0.694
6684.2105 0.26315789 0.5 0.248 0.559
5368.4211 4.4736842 0.5 0.105 0.728
3789.4737 0 -1.2142857 -0.888 0.449
5631.5789 4.4736842 -2.5 -0.015 0.561
5631.5789 4.4736842 -2.0714286 -0.003 0.57
5631.5789 4.4736842 -1.6428571 0.014 0.582
5631.5789 4.4736842 -1.2142857 0.035 0.598
5631.5789 4.4736842 -0.78571429 0.06 0.617
5631.5789 4.4736842 -0.35714286 0.088 0.642
5631.5789 4.4736842 0.071428571 0.118 0.672
5631.5789 4.4736842 0.5 0.148 0.709
5894.7368 4.4736842 -2.5 -0.014 0.512
6947.3684 0.26315789 -2.5 0.137 0.4
5894.7368 4.4736842 -2.0714286 -0.002 0.522
5894.7368 4.4736842 -1.6428571 0.017 0.537
5894.7368 4.4736842 -1.2142857 0.042 0.556
5894.7368 4.4736842 -0.78571429 0.073 0.58
5894.7368 4.4736842 -0.35714286 0.106 0.608
5894.7368 4.4736842 0.071428571 0.141 0.64
5894.7368 4.4736842 0.5 0.176 0.68
6157.8947 4.4736842 -2.5 -0.015 0.465
6157.8947 4.4736842 -2.0714286 -0.003 0.475
6157.8947 4.4736842 -1.6428571 0.015 0.489
6947.3684 0.26315789 -2.0714286 0.143 0.399
6157.8947 4.4736842 -1.2142857 0.041 0.51
6157.8947 4.4736842 -0.78571429 0.075 0.537
6157.8947 4.4736842 -0.35714286 0.114 0.568
6157.8947 4.4736842 0.071428571 0.154 0.603
6157.8947 4.4736842 0.5 0.192 0.644
6421.0526 4.4736842 -2.5 -0.016 0.419
6421.0526 4.4736842 -2.0714286 -0.005 0.429
6421.0526 4.4736842 -1.6428571 0.013 0.442
6421.0526 4.4736842 -1.2142857 0.038 0.462
6421.0526 4.4736842 -0.78571429 0.072 0.49
6947.3684 0.26315789 -1.6428571 0.138 0.404
6421.0526 4.4736842 -0.35714286 0.114 0.524
6421.0526 4.4736842 0.071428571 0.158 0.561
6421.0526 4.4736842 0.5 0.201 0.603
6684.2105 4.4736842 -2.5 -0.016 0.375
6684.2105 4.4736842 -2.0714286 -0.005 0.384
6684.2105 4.4736842 -1.6428571 0.011 0.397
6684.2105 4.4736842 -1.2142857 0.034 0.416
6684.2105 4.4736842 -0.78571429 0.067 0.441
6684.2105 4.4736842 -0.35714286 0.109 0.475
6684.2105 4.4736842 0.071428571 0.157 0.515
6947.3684 0.26315789 -1.2142857 0.122 0.388
6684.2105 4.4736842 0.5 0.204 0.558
6947.3684 4.4736842 -2.5 -0.015 0.332
6947.3684 4.4736842 -2.0714286 -0.005 0.34
6947.3684 4.4736842 -1.6428571 0.009 0.352
6947.3684 4.4736842 -1.2142857 0.031 0.369
6947.3684 4.4736842 -0.78571429 0.061 0.393
6947.3684 4.4736842 -0.35714286 0.102 0.425
6947.3684 4.4736842 0.071428571 0.15 0.465
6947.3684 4.4736842 0.5 0.201 0.51
7210.5263 4.4736842 -2.5 -0.014 0.29
6947.3684 0.26315789 -0.78571429 0.159 0.426
7210.5263 4.4736842 -2.0714286 -0.005 0.297
7210.5263 4.4736842 -1.6428571 0.008 0.308
7210.5263 4.4736842 -1.2142857 0.028 0.323
7210.5263 4.4736842 -0.78571429 0.055 0.345
7210.5263 4.4736842 -0.35714286 0.093 0.374
7210.5263 4.4736842 0.071428571 0.141 0.413
7210.5263 4.4736842 0.5 0.192 0.457
7473.6842 4.4736842 -2.5 -0.013 0.248
7473.6842 4.4736842 -2.0714286 -0.005 0.254
7473.6842 4.4736842 -1.6428571 0.007 0.263
6947.3684 0.26315789 -0.35714286 0.152 0.403
7473.6842 4.4736842 -1.2142857 0.024 0.276
7473.6842 4.4736842 -0.78571429 0.049 0.296
7473.6842 4.4736842 -0.35714286 0.084 0.323
7473.6842 4.4736842 0.071428571 0.128 0.358
7473.6842 4.4736842 0.5 0.179 0.401
7736.8421 4.4736842 -2.5 -0.013 0.204
7736.8421 4.4736842 -2.0714286 -0.006 0.209
7736.8421 4.4736842 -1.6428571 0.004 0.217
7736.8421 4.4736842 -1.2142857 0.02 0.228
7736.8421 4.4736842 -0.78571429 0.042 0.245
6947.3684 0.26315789 0.071428571 0.121 0.395
7736.8421 4.4736842 -0.35714286 0.073 0.269
7736.8421 4.4736842 0.071428571 0.113 0.301
7736.8421 4.4736842 0.5 0.162 0.342
8000 4.4736842 -2.5 -0.014 0.158
8000 4.4736842 -2.0714286 -0.008 0.162
8000 4.4736842 -1.6428571 0.001 0.169
8000 4.4736842 -1.2142857 0.013 0.178
8000 4.4736842 -0.78571429 0.031 0.193
8000 4.4736842 -0.35714286 0.059 0.214
8000 4.4736842 0.071428571 0.095 0.242
6947.3684 0.26315789 0.5 0.191 0.446
8000 4.4736842 0.5 0.139 0.279
3000 4.7368421 -2.5 -1.132 0.754
3000 4.7368421 -2.0714286 -1.403 0.646
3000 4.7368421 -1.6428571 -1.731 0.551
3000 4.7368421 -1.2142857 -2.099 0.469
3000 4.7368421 -0.78571429 -2.429 0.395
3000 4.7368421 -0.35714286 -2.634 0.317
3000 4.7368421 0.071428571 -2.744 0.233
3000 4.7368421 0.5 -2.839 0.15
3263.1579 4.7368421 -2.5 -0.886 0.717
7210.5263 0.26315789 -2.5 -0.013 0.269
3263.1579 4.7368421 -2.0714286 -1.022 0.654
3263.1579 4.7368421 -1.6428571 -1.163 0.611
3263.1579 4.7368421 -1.2142857 -1.35 0.583
3263.1579 4.7368421 -0.78571429 -1.611 0.552
3263.1579 4.7368421 -0.35714286 -1.922 0.492
3263.1579 4.7368421 0.071428571 -2.227 0.389
3263.1579 4.7368421 0.5 -2.545 0.224
3526.3158 4.7368421 -2.5 -0.667 0.702
3526.3158 4.7368421 -2.0714286 -0.74 0.667
3526.3158 4.7368421 -1.6428571 -0.804 0.65
7210.5263 0.26315789 -2.0714286 -0.021 0.256
3526.3158 4.7368421 -1.2142857 -0.901 0.643
3789.4737 0 -0.78571429 -0.893 0.457
3526.3158 4.7368421 -0.78571429 -1.089 0.63
3526.3158 4.7368421 -0.35714286 -1.41 0.588
3526.3158 4.7368421 0.071428571 -1.856 0.477
3526.3158 4.7368421 0.5 -2.313 0.28
3789.4737 4.7368421 -2.5 -0.493 0.697
3789.4737 4.7368421 -2.0714286 -0.533 0.679
3789.4737 4.7368421 -1.6428571 -0.565 0.672
3789.4737 4.7368421 -1.2142857 -0.614 0.669
3789.4737 4.7368421 -0.78571429 -0.716 0.664
